RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT FAIRWAYS HIT,FAIRWAYS HIT,POSSIBLE FAIRWAYS,YEAR
128,131,Brandt Jobe,91,61.12,750,"1,227",2006
T129,T132,Woody Austin,107,61.11,910,"1,489",2006
T129,T132,Sergio Garcia,59,61.11,473,774,2006
131,134,Ian Leggatt,80,61.1,647,"1,059",2006
132,139,Carl Pettersson,95,61.01,795,"1,303",2006
133,135,Michael Connell,51,60.99,408,669,2006
134,136,Chris Couch,75,60.98,636,"1,043",2006
135,137,Tom Lehman,70,60.96,509,835,2006
136,138,Harrison Frazar,95,60.94,774,"1,270",2006
137,140,Aaron Baddeley,78,60.73,645,"1,062",2006
138,141,Bo Van Pelt,102,60.72,864,"1,423",2006
139,142,Tiger Woods,55,60.71,442,728,2006
140,145,Danny Ellis,68,60.58,541,893,2006
141,144,Rod Pampling,89,60.46,708,"1,171",2006
142,148,J.J. Henry,96,60.03,778,"1,296",2006
143,150,Jason Gore,86,59.95,705,"1,176",2006
144,143,Davis Love III,85,59.89,636,"1,062",2006
145,151,Matt Hansen,68,59.85,550,919,2006
146,152,Brian Bateman,69,59.78,541,905,2006
147,146,Chad Campbell,91,59.77,725,"1,213",2006
148,147,Stewart Cink,93,59.72,731,"1,224",2006
149,153,José María Olazábal,62,59.68,484,811,2006
150,149,Stuart Appleby,83,59.62,651,"1,092",2006
151,154,Troy Matteson,101,59.45,837,"1,408",2006
152,155,Jason Schultz,77,59.43,621,"1,045",2006
153,158,Vijay Singh,103,59.4,831,"1,399",2006
T154,T156,Kris Cox,83,59.31,669,"1,128",2006
T154,T156,Pat Perez,50,59.31,414,698,2006
156,160,Hidemichi Tanaka,74,58.88,600,"1,019",2006
157,159,Brett Quigley,109,58.85,861,"1,463",2006
158,161,John Huston,74,58.74,588,"1,001",2006
159,162,Ryuji Imada,105,58.62,833,"1,421",2006
160,163,Phil Mickelson,74,58.61,565,964,2006
T161,T164,Tim Herron,82,58.28,658,"1,129",2006
T161,T164,Jeff Overton,95,58.28,757,"1,299",2006
163,167,Dudley Hart,83,58.13,672,"1,156",2006
164,168,"John Engler, Jr.",69,58.07,543,935,2006
165,169,Camilo Villegas,95,58.06,753,"1,297",2006
166,170,Craig Barlow,77,58.04,592,"1,020",2006
T167,T171,Charley Hoffman,100,58.01,793,"1,367",2006
T167,T171,Michael Allen,84,58.01,681,"1,174",2006
169,173,"Wes Short, Jr.",96,57.78,761,"1,317",2006
170,174,Bill Haas,99,57.71,771,"1,336",2006
171,166,Ernie Els,69,57.62,514,892,2006
172,176,Vance Veazey,59,57.58,475,825,2006
173,177,Brad Faxon,78,57.56,628,"1,091",2006
174,178,Roger Tambellini,64,57.53,489,850,2006
175,179,Mark O'Meara,52,57.35,398,694,2006
176,175,Retief Goosen,68,57.28,480,838,2006
177,180,Robert Garrigus,85,57.25,663,"1,158",2006
178,181,Jon Mills,68,57.05,526,922,2006
179,182,Daniel Chopra,110,56.77,847,"1,492",2006
180,183,Len Mattiace,59,56.71,465,820,2006
181,184,Rory Sabbatini,84,56.49,653,"1,156",2006
T182,T185,Lee Janzen,79,56.39,618,"1,096",2006
T182,T185,Charles Howell III,96,56.39,732,"1,298",2006
184,187,Todd Hamilton,72,56.32,566,"1,005",2006
185,188,Carlos Franco,86,55.71,668,"1,199",2006
186,189,Fred Couples,52,54.36,380,699,2006
187,190,J.B. Holmes,81,54.13,583,"1,077",2006
188,191,Tag Ridings,103,54.1,752,"1,390",2006
189,192,Greg Chalmers,71,53.9,504,935,2006
190,194,John Daly,51,52.48,360,686,2006
191,195,Bubba Watson,83,51.5,566,"1,099",2006
192,196,Alex Aragon,63,51.12,435,851,2006
193,197,David Duval,71,51.09,493,965,2006
194,198,Ryan Hietala,61,51.03,420,823,2006
195,199,James Driscoll,80,50.54,564,"1,116",2006
196,200,Jimmy Walker,60,49.75,402,808,2006
1,1,Jeff Hart,63,75.97,645,849,2005
2,2,Fred Funk,102,75.9,"1,071","1,411",2005
3,3,Omar Uresti,84,74.94,879,"1,173",2005
4,4,Olin Browne,99,73.46,969,"1,319",2005
5,5,Gavin Coles,70,73.44,719,979,2005
6,6,Bart Bryant,91,73,933,"1,278",2005
7,7,José Coceres,56,71.88,542,754,2005
8,8,Brian Davis,75,71.73,751,"1,047",2005
9,9,Scott Verplank,87,71.48,862,"1,206",2005
10,10,Robert Damron,89,71.43,885,"1,239",2005
11,11,Heath Slocum,103,71.25,984,"1,381",2005
12,12,Paul Claxton,79,71.14,784,"1,102",2005
13,13,Joe Durant,81,70.9,804,"1,134",2005
14,14,Jay Williamson,53,70.77,523,739,2005
15,15,Skip Kendall,80,70.63,767,"1,086",2005
16,16,Jeff Maggert,79,70.54,728,"1,032",2005
17,17,Kirk Triplett,55,70.43,512,727,2005
18,18,Tom Byrum,83,70.28,816,"1,161",2005
19,T19,Larry Mize,54,70.16,489,697,2005
20,21,Jeff Brehaut,71,69.92,651,931,2005
21,22,John Cook,72,69.85,681,975,2005
22,T19,Billy Mayfair,114,69.75,"1,070","1,534",2005
T23,T23,Duffy Waldorf,86,69.27,798,"1,152",2005
T23,T23,Darron Stiles,78,69.27,735,"1,061",2005
25,25,Matt Kuchar,60,68.98,576,835,2005
26,26,Doug Barron,70,68.88,673,977,2005
27,27,David Hearn,68,68.53,649,947,2005
28,28,Richard Johnson,50,68.49,476,695,2005
29,29,Hidemichi Tanaka,106,68.45,972,"1,420",2005
30,30,Jim Carter,62,68.22,571,837,2005
31,31,Joey Sindelar,104,68.14,988,"1,450",2005
32,37,Jim Furyk,94,68.07,887,"1,303",2005
33,32,Jerry Kelly,101,68.02,938,"1,379",2005
34,33,Loren Roberts,54,67.97,503,740,2005
35,34,Stephen Leaney,89,67.92,811,"1,194",2005
36,35,Mark Brooks,72,67.9,679,"1,000",2005
37,36,Danny Briggs,70,67.86,644,949,2005
38,38,Bradley Hughes,52,67.5,488,723,2005
39,39,Alex Cejka,84,67.23,759,"1,129",2005
40,40,Brian Gay,101,67.22,927,"1,379",2005
41,41,Mark Wilson,74,67.21,654,973,2005
42,42,Jeff Sluman,94,67.18,878,"1,307",2005
43,43,Briny Baird,98,67.14,897,"1,336",2005
44,44,Chris Riley,67,67.11,602,897,2005
45,45,Corey Pavin,77,66.99,682,"1,018",2005
46,46,Robert Gamez,91,66.98,846,"1,263",2005
47,47,Zach Johnson,96,66.92,894,"1,336",2005
48,50,Arron Oberholser,65,66.7,585,877,2005
49,48,Mark Calcavecchia,92,66.51,838,"1,260",2005
T50,T52,Tjaart van der Walt,56,66.28,517,780,2005
T50,T52,Joey Snyder III,102,66.28,906,"1,367",2005
52,54,Paul Gow,78,66.21,684,"1,033",2005
53,55,Tommy Armour III,103,66.06,946,"1,432",2005
54,56,John Senden,101,65.99,910,"1,379",2005
55,49,David Toms,87,65.96,711,"1,078",2005
56,57,Steve Elkington,67,65.91,613,930,2005
57,58,Steve Jones,56,65.87,496,753,2005
58,59,Phillip Price,77,65.81,668,"1,015",2005
59,51,Tim Clark,92,65.77,803,"1,221",2005
60,60,Rocco Mediate,73,65.75,666,"1,013",2005
61,61,Kent Jones,99,65.6,885,"1,349",2005
62,62,Jay Haas,54,65.59,467,712,2005
63,63,Cameron Beckman,96,65.52,838,"1,279",2005
64,64,Mario Tiziani,67,65.41,592,905,2005
65,65,Jonathan Kaye,77,65.35,679,"1,039",2005
66,66,Dean Wilson,86,65.19,779,"1,195",2005
67,67,K.J. Choi,78,64.98,668,"1,028",2005
68,68,Kevin Sutherland,89,64.94,789,"1,215",2005
69,70,Matt Davidson,53,64.72,477,737,2005
70,71,Roland Thatcher,75,64.6,657,"1,017",2005
71,73,Craig Barlow,81,64.52,691,"1,071",2005
72,T74,Tom Gillis,77,64.5,674,"1,045",2005
73,76,Todd Fischer,99,64.47,871,"1,351",2005
74,T74,Justin Leonard,78,64.39,680,"1,056",2005
75,69,Luke Donald,67,64.34,545,847,2005
76,77,Tom Lehman,69,64.29,605,941,2005
77,78,Bob Estes,92,64.22,822,"1,280",2005
78,79,Vaughn Taylor,99,64.21,888,"1,383",2005
79,80,Charles Warren,89,64.16,777,"1,211",2005
80,81,J.L. Lewis,98,63.95,871,"1,362",2005
81,82,Chris Anderson,66,63.7,551,865,2005
T82,T83,Bob Tway,87,63.69,742,"1,165",2005
T82,T83,Mike Weir,71,63.69,591,928,2005
84,85,John Rollins,97,63.68,845,"1,327",2005
85,86,Justin Rose,99,63.67,843,"1,324",2005
86,87,D.A. Points,94,63.59,798,"1,255",2005
87,89,Harrison Frazar,105,63.49,894,"1,408",2005
88,90,Ben Curtis,65,63.41,577,910,2005
89,72,Kenny Perry,82,63.4,712,"1,123",2005
90,91,Billy Andrade,83,63.38,732,"1,155",2005
91,88,Ted Purdy,122,63.35,"1,084","1,711",2005
92,92,Matt Gogel,78,63.3,671,"1,060",2005
93,93,Mathias Grönberg,60,63.2,510,807,2005
94,94,D.J. Brigman,76,63.08,634,"1,005",2005
95,95,Bill Glasson,54,63.03,457,725,2005
96,96,Brent Geiberger,61,63.02,518,822,2005
97,97,Steve Flesch,90,62.93,752,"1,195",2005
98,98,Bo Van Pelt,112,62.9,985,"1,566",2005
99,99,Tom Pernice Jr.,111,62.88,940,"1,495",2005
100,100,Marco Dawson,82,62.81,716,"1,140",2005
101,101,Frank Lickliter II,100,62.8,839,"1,336",2005
102,102,Mark Hensby,70,62.66,604,964,2005
103,103,Joe Ogilvie,103,62.44,866,"1,387",2005
104,104,Michael Long,72,62.36,608,975,2005
105,105,John Huston,90,62.34,745,"1,195",2005
106,107,Steve Lowery,100,62.29,834,"1,339",2005
T107,T108,Glen Day,80,62.28,677,"1,087",2005
T107,T108,Ian Poulter,62,62.28,492,790,2005
109,110,Robert Allenby,95,62.27,779,"1,251",2005
110,112,Glen Hnatiuk,59,62.22,476,765,2005
111,113,Brian Bateman,98,62.15,811,"1,305",2005
112,114,Will MacKenzie,75,62.14,632,"1,017",2005
113,115,Jason Bohn,91,62.13,786,"1,265",2005
114,116,Shaun Micheel,81,62.1,685,"1,103",2005
115,117,Charlie Wi,67,62.07,563,907,2005
116,118,Greg Owen,84,62.06,692,"1,115",2005
117,119,Todd Hamilton,94,61.92,792,"1,279",2005
T118,T121,D.J. Trahan,81,61.77,664,"1,075",2005
T118,T121,Kevin Na,88,61.77,740,"1,198",2005
120,124,Peter Lonard,85,61.71,727,"1,178",2005
121,125,Shigeki Maruyama,99,61.66,846,"1,372",2005
122,111,Tim Herron,100,61.61,852,"1,383",2005
123,127,Dudley Hart,84,61.58,723,"1,174",2005
124,T121,Chad Campbell,95,61.57,793,"1,288",2005
125,106,Chris DiMarco,83,61.55,650,"1,056",2005
126,128,Lee Westwood,50,61.48,415,675,2005
127,120,Sean O'Hair,103,61.41,853,"1,389",2005
128,129,Hunter Mahan,103,61.35,862,"1,405",2005
129,130,Hideto Tanihara,50,61.32,409,667,2005
130,131,Arjun Atwal,65,61.1,553,905,2005
131,132,J.J. Henry,102,61.04,849,"1,391",2005
132,133,Stephen Ames,82,61.01,676,"1,108",2005
133,134,Mark O'Meara,66,60.93,563,924,2005
134,135,Patrick Sheehan,114,60.85,931,"1,530",2005
135,136,Carl Pettersson,109,60.82,888,"1,460",2005
136,137,Paul Azinger,66,60.8,560,921,2005
137,139,Pat Perez,89,60.75,760,"1,251",2005
138,140,Brad Faxon,75,60.74,605,996,2005
T139,126,Lucas Glover,88,60.72,728,"1,199",2005
T139,141,Geoff Ogilvy,97,60.72,793,"1,306",2005
141,142,Scott McCarron,78,60.7,627,"1,033",2005
142,143,Woody Austin,100,60.63,847,"1,397",2005
143,144,Stewart Cink,98,60.62,765,"1,262",2005
144,T145,J.P. Hayes,63,60.55,531,877,2005
145,147,Kevin Stadler,96,60.42,774,"1,281",2005
146,148,Rod Pampling,89,60.29,715,"1,186",2005
147,149,Chris Smith,93,60.22,778,"1,292",2005
148,138,Vijay Singh,111,60.2,924,"1,535",2005
149,150,Ryan Palmer,101,59.94,814,"1,358",2005
150,151,Len Mattiace,86,59.88,700,"1,169",2005
151,152,Jonathan Byrd,103,59.78,828,"1,385",2005
152,153,Rob Rashell,65,59.6,540,906,2005
153,155,Sergio Garcia,73,59.44,573,964,2005
154,156,Nick Watney,91,59.37,738,"1,243",2005
155,154,Stuart Appleby,84,59.31,669,"1,128",2005
156,157,Justin Bolli,65,59.29,520,877,2005
157,T145,Retief Goosen,71,59.16,510,862,2005
158,158,José María Olazábal,55,59.15,443,749,2005
T159,T159,Neal Lancaster,95,59.02,782,"1,325",2005
T159,T159,Hunter Haas,83,59.02,651,"1,103",2005
161,161,Phil Mickelson,81,58.69,611,"1,041",2005
162,162,Steve Allan,102,58.62,799,"1,363",2005
163,163,Dan Forsman,52,58.32,403,691,2005
164,165,Rich Beem,66,58,504,869,2005
165,166,Scott Gutschewski,86,57.94,668,"1,153",2005
166,164,Davis Love III,80,57.88,606,"1,047",2005
167,168,Ryuji Imada,78,57.61,628,"1,090",2005
168,169,Jesper Parnevik,84,57.58,657,"1,141",2005
169,170,Bernhard Langer,67,57.55,541,940,2005
170,171,Bob Heintz,67,57.54,538,935,2005
171,172,Brett Quigley,96,57.53,737,"1,281",2005
172,177,Charles Howell III,95,57.51,724,"1,259",2005
173,173,Franklin Langham,91,57.5,698,"1,214",2005
174,174,Fred Couples,72,57.47,550,957,2005
175,175,Carlos Franco,78,57.44,610,"1,062",2005
T176,176,Freddie Jacobson,72,57.4,574,"1,000",2005
T176,179,Adam Scott,72,57.4,551,960,2005
178,167,Brandt Jobe,96,57.29,735,"1,283",2005
179,178,Tim Petrovic,97,57.26,745,"1,301",2005
180,180,Thomas Levet,54,56.88,426,749,2005
181,181,Andrew Magee,82,56.76,617,"1,087",2005
182,182,Brett Wetterich,76,56.64,584,"1,031",2005
183,184,Ben Crane,78,56.63,581,"1,026",2005
184,183,Lee Janzen,75,56.61,574,"1,014",2005
185,185,Brendan Jones,81,55.84,617,"1,105",2005
186,186,Rory Sabbatini,81,55.63,608,"1,093",2005
187,188,Daniel Chopra,108,55.52,805,"1,450",2005
188,189,Dennis Paulson,63,54.62,479,877,2005
T189,,Padraig Harrington,50,54.61,367,672,2005
T189,190,Tag Ridings,93,54.61,693,"1,269",2005
191,187,Tiger Woods,76,54.58,572,"1,048",2005
192,191,Michael Allen,90,54.18,681,"1,257",2005
193,192,Craig Perks,67,53.91,489,907,2005
194,193,Aaron Baddeley,84,53.32,610,"1,144",2005
195,194,James Driscoll,73,53.09,524,987,2005
196,195,John Elliott,58,52.89,412,779,2005
197,196,Steve Stricker,62,52.25,452,865,2005
198,197,Brenden Pappas,51,50.63,361,713,2005
199,198,Hank Kuehne,84,49.87,557,"1,117",2005
200,199,John Daly,78,49.35,529,"1,072",2005
201,200,Jason Allred,75,47.1,479,"1,017",2005
202,201,Scott Hend,75,45.36,464,"1,023",2005
1,1,Fred Funk,97,77.23,"1,031","1,335",2004
2,2,Scott Verplank,92,77.13,978,"1,268",2004
3,3,Craig Bowden,83,76.15,881,"1,157",2004
4,4,Joe Durant,85,75.08,886,"1,180",2004
5,5,Tom Byrum,83,74.67,861,"1,153",2004
6,6,José Coceres,68,74.27,664,894,2004
7,7,Bart Bryant,73,74.22,711,958,2004
8,9,Olin Browne,92,73.53,900,"1,224",2004
9,10,John Cook,57,73.41,541,737,2004
10,11,Omar Uresti,85,73.13,868,"1,187",2004
11,12,Hidemichi Tanaka,89,72.26,896,"1,240",2004
12,13,Kirk Triplett,88,72.11,843,"1,169",2004
13,14,Tim Clark,84,72.01,844,"1,172",2004
14,16,Mark Wilson,62,71.96,621,863,2004
15,15,Zach Johnson,109,71.91,"1,075","1,495",2004
16,17,Corey Pavin,83,71.88,790,"1,099",2004
17,18,Jeff Brehaut,106,71.34,"1,033","1,448",2004
18,19,Heath Slocum,92,71.31,895,"1,255",2004
19,20,Scott Simpson,55,70.72,541,765,2004
20,21,Hirofumi Miyase,65,70.65,621,879,2004
21,22,Jerry Kelly,113,70.4,"1,068","1,517",2004
22,23,Billy Mayfair,109,70.13,"1,026","1,463",2004
23,24,Ted Purdy,114,70.08,"1,094","1,561",2004
24,25,Robert Damron,92,70.02,897,"1,281",2004
25,26,Rocco Mediate,53,69.92,465,665,2004
26,27,Pat Bates,99,69.87,944,"1,351",2004
27,28,Kent Jones,99,69.78,940,"1,347",2004
28,29,Loren Roberts,81,69.77,764,"1,095",2004
29,30,Tom Lehman,70,69.66,643,923,2004
30,31,Luke Donald,72,69.61,701,"1,007",2004
31,32,Notah Begay III,71,69.49,649,934,2004
32,33,David Morland IV,73,69.35,706,"1,018",2004
33,34,Jay Williamson,100,69.33,945,"1,363",2004
34,35,Richard Johnson,102,69.27,983,"1,419",2004
35,36,Jeff Maggert,60,69.25,581,839,2004
36,37,John Rollins,90,69.13,822,"1,189",2004
37,38,Arron Oberholser,77,68.83,700,"1,017",2004
38,39,Scott Hoch,52,68.77,491,714,2004
39,40,Kevin Na,100,68.72,916,"1,333",2004
40,41,Duffy Waldorf,79,68.6,697,"1,016",2004
41,43,Chris DiMarco,105,68.56,940,"1,371",2004
42,42,Matt Gogel,86,68.48,804,"1,174",2004
43,44,Nick Price,51,68.29,478,700,2004
44,45,Dicky Pride,66,68.26,600,879,2004
T45,T46,Steve Elkington,64,68.24,578,847,2004
T45,T46,Skip Kendall,99,68.24,939,"1,376",2004
47,48,Tom Pernice Jr.,103,68.17,940,"1,379",2004
48,50,Jeff Sluman,98,67.88,915,"1,348",2004
49,51,Esteban Toledo,92,67.78,850,"1,254",2004
50,52,Craig Barlow,80,67.77,736,"1,086",2004
T51,49,Mark Hensby,97,67.72,879,"1,298",2004
T51,53,J.P. Hayes,79,67.72,707,"1,044",2004
53,54,Justin Leonard,90,67.42,801,"1,188",2004
54,55,Len Mattiace,75,67.18,700,"1,042",2004
55,56,Bob Burns,88,67.17,806,"1,200",2004
56,57,Kevin Sutherland,86,67.11,759,"1,131",2004
57,58,Spike McRoy,93,67.09,848,"1,264",2004
58,59,Mark O'Meara,58,67,542,809,2004
59,60,Mark Brooks,72,66.84,653,977,2004
T60,T61,Frank Lickliter II,89,66.61,800,"1,201",2004
T60,T61,David Branshaw,84,66.61,762,"1,144",2004
62,63,Cameron Beckman,99,66.54,889,"1,336",2004
63,64,Guy Boros,64,66.33,593,894,2004
64,65,Gene Sauers,83,66.16,747,"1,129",2004
65,66,Brian Bateman,84,66.13,736,"1,113",2004
66,67,David Frost,78,66.11,718,"1,086",2004
67,69,John Huston,62,65.86,515,782,2004
68,68,Steve Flesch,109,65.83,969,"1,472",2004
69,70,Jason Bohn,98,65.81,872,"1,325",2004
70,71,Joey Sindelar,100,65.64,896,"1,365",2004
71,72,John Senden,99,65.62,880,"1,341",2004
72,73,Glen Day,101,65.6,904,"1,378",2004
73,74,J.L. Lewis,106,65.54,968,"1,477",2004
74,T75,Danny Briggs,85,65.46,739,"1,129",2004
75,77,Russ Cochran,61,65.42,558,853,2004
76,78,Jay Haas,84,65.36,719,"1,100",2004
77,79,Robert Gamez,103,65.18,934,"1,433",2004
78,80,Bo Van Pelt,107,65.15,942,"1,446",2004
79,81,Vaughn Taylor,84,65.12,743,"1,141",2004
80,82,Pat Perez,102,65.04,908,"1,396",2004
81,T75,Stephen Ames,97,65.03,861,"1,324",2004
82,83,Robert Allenby,93,64.98,798,"1,228",2004
83,84,Briny Baird,100,64.97,879,"1,353",2004
84,85,Scott McCarron,88,64.91,777,"1,197",2004
85,86,Brian Gay,96,64.83,848,"1,308",2004
86,87,Roland Thatcher,66,64.82,597,921,2004
87,88,Brent Geiberger,94,64.8,821,"1,267",2004
T88,T89,Stephen Leaney,84,64.75,676,"1,044",2004
T88,T89,Steve Pate,71,64.75,621,959,2004
90,91,Jonathan Kaye,79,64.72,688,"1,063",2004
91,92,J.J. Henry,103,64.55,925,"1,433",2004
92,93,Mark Calcavecchia,79,64.48,697,"1,081",2004
93,94,Lucas Glover,95,64.4,816,"1,267",2004
94,95,Ben Crane,92,64.36,829,"1,288",2004
T95,T96,Matt Kuchar,83,64.35,742,"1,153",2004
T95,T96,Charles Howell III,104,64.35,906,"1,408",2004
97,98,Ben Curtis,56,64.34,471,732,2004
98,99,Dan Forsman,79,64.3,688,"1,070",2004
99,100,Harrison Frazar,86,64.29,731,"1,137",2004
100,102,Alex Cejka,76,64.21,626,975,2004
101,101,Mike Weir,75,64.05,654,"1,021",2004
T102,110,Chad Campbell,100,63.92,831,"1,300",2004
T102,104,Bob Estes,73,63.92,629,984,2004
104,105,D.J. Brigman,79,63.9,678,"1,061",2004
T105,T106,David Peoples,82,63.74,712,"1,117",2004
T105,T106,Bob Tway,90,63.74,761,"1,194",2004
107,103,Shigeki Maruyama,93,63.7,823,"1,292",2004
108,T108,Tim Petrovic,111,63.63,950,"1,493",2004
109,111,Craig Parry,52,63.51,442,696,2004
110,112,Blaine McCallister,68,63.44,602,949,2004
111,T108,David Toms,80,63.37,654,"1,032",2004
112,114,Woody Austin,94,63.25,828,"1,309",2004
113,115,Ryan Palmer,103,63.24,879,"1,390",2004
114,T116,Geoff Ogilvy,91,63.2,766,"1,212",2004
115,118,Dudley Hart,60,63.13,512,811,2004
116,119,Shaun Micheel,93,63.11,804,"1,274",2004
T117,T120,Dean Wilson,99,63.01,867,"1,376",2004
T117,T120,Brian Kortan,65,63.01,545,865,2004
119,122,Patrick Sheehan,113,62.99,972,"1,543",2004
120,124,Danny Ellis,81,62.94,676,"1,074",2004
121,123,Phil Mickelson,83,62.85,692,"1,101",2004
122,125,Cliff Kresge,89,62.84,761,"1,211",2004
123,126,Mike Heinen,53,62.65,463,739,2004
124,128,Bernhard Langer,59,62.57,478,764,2004
125,113,Stuart Appleby,84,62.52,684,"1,094",2004
126,T116,Retief Goosen,56,62.5,480,768,2004
127,129,Jason Dufner,79,62.49,688,"1,101",2004
128,131,Kenny Perry,79,62.48,661,"1,058",2004
129,130,Tommy Armour III,87,62.37,759,"1,217",2004
130,127,Darren Clarke,54,62.28,421,676,2004
131,132,Hunter Mahan,94,62.24,816,"1,311",2004
132,133,Lee Janzen,84,62.17,710,"1,142",2004
133,134,Jay Delsing,76,62.11,631,"1,016",2004
134,135,Jonathan Byrd,85,62.1,716,"1,153",2004
135,136,Chris Riley,78,61.84,637,"1,030",2004
136,137,Tripp Isenhour,55,61.74,455,737,2004
137,138,Todd Fischer,104,61.73,876,"1,419",2004
138,139,Rich Beem,81,61.72,661,"1,071",2004
139,140,Greg Chalmers,70,61.66,600,973,2004
140,141,Niclas Fasth,61,61.65,516,837,2004
141,142,Brad Faxon,94,61.58,763,"1,239",2004
142,144,Peter Lonard,68,61.5,567,922,2004
143,145,Justin Rose,77,61.45,617,"1,004",2004
144,146,John Riegger,53,61.35,454,740,2004
145,147,Joe Ogilvie,104,61.31,873,"1,424",2004
146,143,K.J. Choi,83,61.24,700,"1,143",2004
147,148,Carl Pettersson,100,61.07,825,"1,351",2004
148,150,Arjun Atwal,85,60.48,701,"1,159",2004
149,151,Dennis Paulson,71,60.44,599,991,2004
150,149,Vijay Singh,112,60.36,929,"1,539",2004
151,152,Davis Love III,85,60.13,632,"1,051",2004
152,153,Deane Pappas,72,60.08,587,977,2004
153,154,Jesper Parnevik,86,59.98,718,"1,197",2004
154,155,Rod Pampling,98,59.82,783,"1,309",2004
155,156,Billy Andrade,104,59.71,864,"1,447",2004
156,157,Chris Smith,105,59.49,871,"1,464",2004
157,159,Grant Waite,79,59.37,637,"1,073",2004
158,158,Carlos Franco,99,59.33,817,"1,377",2004
159,160,Steve Allan,102,59.29,817,"1,378",2004
160,161,Roger Tambellini,81,59.25,644,"1,087",2004
161,164,Rory Sabbatini,89,59.15,714,"1,207",2004
162,165,Kris Cox,73,59.05,584,989,2004
T163,T166,Ken Duke,89,59.01,717,"1,215",2004
T163,T166,Rich Barcelo,67,59.01,534,905,2004
165,169,Andre Stolz,53,58.97,437,741,2004
166,170,Fred Couples,54,58.82,430,731,2004
167,163,Todd Hamilton,92,58.73,723,"1,231",2004
168,T166,Stewart Cink,103,58.71,795,"1,354",2004
169,172,Daniel Chopra,108,58.6,865,"1,476",2004
170,173,Mathias Grönberg,91,58.53,710,"1,213",2004
171,162,Sergio Garcia,65,58.48,524,896,2004
172,174,Steve Lowery,91,58.29,721,"1,237",2004
173,175,Tim Herron,84,57.96,670,"1,156",2004
174,171,Adam Scott,55,57.65,422,732,2004
175,176,Neal Lancaster,106,57.64,826,"1,433",2004
176,177,Paul Azinger,75,57.58,600,"1,042",2004
177,179,Brett Quigley,102,57.15,779,"1,363",2004
178,180,José María Olazábal,56,56.98,412,723,2004
179,181,Michael Allen,87,56.49,670,"1,186",2004
180,182,Tag Ridings,53,56.42,391,693,2004
181,184,Chris Couch,55,56.21,430,765,2004
182,178,Tiger Woods,78,56.13,568,"1,012",2004
183,185,Kevin Muncrief,50,56.12,390,695,2004
184,186,Freddie Jacobson,83,55.56,620,"1,116",2004
185,183,Ernie Els,62,55.51,453,816,2004
186,187,Tom Carter,113,55.1,843,"1,530",2004
187,188,David Gossett,57,54.42,431,792,2004
188,189,Craig Perks,75,54.37,547,"1,006",2004
189,190,Scott Hend,81,54.12,598,"1,105",2004
190,191,Tommy Tolles,67,54.02,504,933,2004
191,193,Aaron Baddeley,87,53.08,629,"1,185",2004
192,192,John Daly,79,52.99,585,"1,104",2004
193,194,Steve Stricker,81,52.72,572,"1,085",2004
194,195,Dan Olsen,75,51.52,524,"1,017",2004
195,196,Brenden Pappas,111,50.13,753,"1,502",2004
196,197,Hank Kuehne,91,49.88,620,"1,243",2004
1,1,Fred Funk,112,77.86,"1,185","1,522",2003
2,2,Glen Hnatiuk,92,77.74,964,"1,240",2003
3,4,Hal Sutton,81,75.76,844,"1,114",2003
4,3,Jim Furyk,104,75.65,"1,072","1,417",2003
5,5,Robert Damron,96,74.93,"1,001","1,336",2003
6,6,Mike Grob,83,74.62,841,"1,127",2003
7,7,Jeff Maggert,81,74.2,837,"1,128",2003
8,8,Skip Kendall,110,74.19,"1,124","1,515",2003
9,9,Peter Jacobsen,75,74.06,771,"1,041",2003
T10,T10,Joe Durant,96,73.95,988,"1,336",2003
T10,T10,Tim Clark,79,73.95,795,"1,075",2003
12,12,Hidemichi Tanaka,112,73.83,"1,154","1,563",2003
13,13,Tom Byrum,97,73.79,988,"1,339",2003
14,14,Olin Browne,113,73.66,"1,116","1,515",2003
15,15,Heath Slocum,101,73.63,"1,005","1,365",2003
16,16,Gavin Coles,69,73.56,676,919,2003
17,17,Loren Roberts,87,73.27,869,"1,186",2003
18,18,Notah Begay III,92,73.1,916,"1,253",2003
19,19,Kirk Triplett,92,72.9,904,"1,240",2003
20,20,Corey Pavin,88,72.34,855,"1,182",2003
21,21,Rocco Mediate,80,72.32,768,"1,062",2003
22,22,Carl Paulson,101,72.28,"1,017","1,407",2003
23,27,Scott Verplank,97,72.21,969,"1,342",2003
24,23,John Riegger,55,72.13,515,714,2003
25,24,José Coceres,62,72.11,623,864,2003
26,25,Donnie Hammond,92,72.07,911,"1,264",2003
27,26,Richard Johnson,89,72.02,883,"1,226",2003
28,28,Pat Bates,111,71.66,"1,067","1,489",2003
29,29,Paul Goydos,86,71.65,829,"1,157",2003
30,30,Tom Gillis,71,71.41,677,948,2003
31,31,Glen Day,103,71.4,996,"1,395",2003
32,32,Billy Mayfair,105,71.36,"1,044","1,463",2003
33,33,David Peoples,96,71.29,941,"1,320",2003
34,34,Jeff Klein,60,71.18,568,798,2003
35,36,Jerry Kelly,108,71.17,"1,022","1,436",2003
36,35,Kent Jones,74,70.97,682,961,2003
37,37,Jay Williamson,93,70.56,894,"1,267",2003
38,38,Doug Barron,90,70.51,863,"1,224",2003
