RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT FAIRWAYS HIT,FAIRWAYS HIT,POSSIBLE FAIRWAYS,YEAR
134,136,Stephan Jaeger,81,58.76,614,"1,045",2018
T135,T137,Keith Mitchell,99,58.59,795,"1,357",2018
T135,T137,Jonathan Byrd,70,58.59,508,867,2018
137,140,Martin Piller,79,58.51,629,"1,075",2018
138,139,Justin Thomas,91,58.41,674,"1,154",2018
139,141,Brett Stegmaier,67,58.38,498,853,2018
140,142,Charley Hoffman,87,58.34,654,"1,121",2018
141,130,Jason Day,75,58.32,557,955,2018
142,127,Bubba Watson,90,58.27,645,"1,107",2018
143,143,Jason Kokrak,99,58.06,803,"1,383",2018
144,145,Jhonattan Vegas,92,57.91,725,"1,252",2018
145,146,Adam Schenk,86,57.67,643,"1,115",2018
146,147,Stewart Cink,87,57.6,701,"1,217",2018
147,T148,Matt Atkins,56,57.5,418,727,2018
148,150,Talor Gooch,78,57.31,576,"1,005",2018
149,151,Bill Haas,76,57.27,591,"1,032",2018
150,152,J.B. Holmes,77,57.13,597,"1,045",2018
151,T148,Cameron Smith,85,57.03,625,"1,096",2018
152,153,Tyrone Van Aswegen,101,56.98,739,"1,297",2018
153,155,Jamie Lovemark,92,56.92,699,"1,228",2018
154,156,Peter Malnati,87,56.86,659,"1,159",2018
155,144,Brooks Koepka,64,56.85,498,876,2018
156,157,Sung Kang,89,56.72,675,"1,190",2018
157,158,Scott Stallings,96,56.57,710,"1,255",2018
158,159,Shawn Stefani,76,56.52,585,"1,035",2018
159,160,Robert Garrigus,80,56.37,597,"1,059",2018
160,161,Nick Watney,94,56.33,707,"1,255",2018
161,162,Rob Oppenheim,74,56.26,535,951,2018
162,163,Grayson Murray,72,56,565,"1,009",2018
163,154,Rory McIlroy,64,55.79,477,855,2018
164,165,Dominic Bozzelli,65,55.69,504,905,2018
165,170,Patton Kizzire,92,55.59,696,"1,252",2018
166,166,Matt Every,79,55.5,580,"1,045",2018
167,167,Cody Gribble,71,55.45,504,909,2018
168,168,Wesley Bryan,69,55.41,522,942,2018
169,171,Lanto Griffin,80,55.27,572,"1,035",2018
170,172,Retief Goosen,60,55.22,402,728,2018
T171,T173,Charl Schwartzel,65,55.19,447,810,2018
T171,T173,Seamus Power,86,55.19,601,"1,089",2018
173,164,Patrick Reed,94,55.11,663,"1,203",2018
174,169,Tony Finau,105,55.09,757,"1,374",2018
175,175,Trey Mullinax,75,54.94,528,961,2018
176,176,Martin Flores,92,54.92,659,"1,200",2018
177,177,Michael Kim,74,54.89,539,982,2018
178,178,Brandon Harkins,101,54.79,727,"1,327",2018
179,179,Zecheng Dou,53,54.76,374,683,2018
180,180,Tom Lovelady,87,54.73,619,"1,131",2018
181,181,Daniel Summerhays,51,54.69,344,629,2018
182,182,Luke List,98,54.66,727,"1,330",2018
183,183,Robert Streb,78,54.11,559,"1,033",2018
184,184,Andrew Yun,51,53.58,337,629,2018
185,185,Jimmy Walker,81,53.49,575,"1,075",2018
T186,T187,Aaron Baddeley,84,53.27,579,"1,087",2018
T186,T187,Derek Fathauer,84,53.27,595,"1,117",2018
188,189,Peter Uihlein,83,52.93,579,"1,094",2018
189,186,Phil Mickelson,90,52.91,646,"1,221",2018
190,190,Kevin Tway,110,52.61,765,"1,454",2018
191,191,Ollie Schniederjans,91,52.22,634,"1,214",2018
192,192,Cameron Tringale,67,51.99,458,881,2018
193,193,Ricky Barnes,65,47.15,389,825,2018
1,2,Ryan Armour,63,72.73,600,825,2017
2,3,Jim Furyk,54,72.07,511,709,2017
3,4,Boo Weekley,75,71.67,731,"1,020",2017
4,5,Chez Reavie,98,71.4,946,"1,325",2017
5,6,Brian Stuard,93,71.32,868,"1,217",2017
6,7,Francesco Molinari,75,70.14,707,"1,008",2017
7,8,William McGirt,89,69.96,815,"1,165",2017
8,9,Graeme McDowell,56,69.87,545,780,2017
9,10,Zac Blair,105,69.7,964,"1,383",2017
10,11,Søren Kjeldsen,58,69.21,472,682,2017
11,12,Jim Herman,77,69.02,724,"1,049",2017
12,14,Ken Duke,77,68.62,680,991,2017
13,13,Kyle Stanley,104,68.55,957,"1,396",2017
14,16,Vaughn Taylor,90,68.28,805,"1,179",2017
15,17,Steve Wheatcroft,51,68.24,447,655,2017
16,18,Ben Crane,86,67.97,749,"1,102",2017
17,19,Ryan Moore,82,67.9,751,"1,106",2017
18,20,Spencer Levin,89,67.82,805,"1,187",2017
19,15,Kevin Kisner,105,67.76,929,"1,371",2017
20,21,Russell Knox,75,67.62,664,982,2017
21,22,Steven Alker,69,67.54,595,881,2017
22,23,Zach Johnson,81,67.53,728,"1,078",2017
23,24,Chad Campbell,97,67.21,910,"1,354",2017
24,25,Alex Cejka,85,67.19,721,"1,073",2017
25,26,Keegan Bradley,104,66.78,951,"1,424",2017
26,27,David Hearn,93,66.75,791,"1,185",2017
27,28,Roberto Castro,70,66.35,631,951,2017
28,29,Webb Simpson,102,66.26,915,"1,381",2017
29,30,K.J. Choi,72,66.23,610,921,2017
30,31,Kevin Streelman,90,66.01,810,"1,227",2017
31,32,Matt Kuchar,95,65.94,846,"1,283",2017
32,33,Richy Werenski,81,65.92,681,"1,033",2017
33,34,Shane Lowry,52,65.84,451,685,2017
34,35,D.A. Points,68,65.83,626,951,2017
35,36,Chris Stroud,67,65.7,542,825,2017
36,37,Tim Wilkinson,64,65.68,530,807,2017
37,38,Martin Laird,83,65.66,761,"1,159",2017
38,39,Brian Gay,82,65.47,713,"1,089",2017
39,40,Emiliano Grillo,90,65.44,797,"1,218",2017
40,41,Lucas Glover,93,65.37,821,"1,256",2017
41,42,Kyle Reifers,96,65.15,800,"1,228",2017
42,43,J.J. Spaun,92,65.11,782,"1,201",2017
43,44,Rory Sabbatini,71,64.91,590,909,2017
44,45,Rick Lamb,54,64.81,453,699,2017
45,46,Sam Saunders,76,64.69,632,977,2017
46,48,Brett Stegmaier,78,64.66,686,"1,061",2017
47,50,Jonathan Randolph,68,64.25,566,881,2017
48,T51,C.T. Pan,88,64.2,771,"1,201",2017
49,T51,Paul Casey,94,64.13,808,"1,260",2017
50,53,John Huh,92,64.09,787,"1,228",2017
51,55,Chris Kirk,89,63.93,741,"1,159",2017
52,47,Rickie Fowler,78,63.91,680,"1,064",2017
53,56,Scott Brown,95,63.89,812,"1,271",2017
54,49,Jason Dufner,89,63.76,732,"1,148",2017
55,58,Graham DeLaet,82,63.68,675,"1,060",2017
T56,T59,Daniel Summerhays,100,63.67,836,"1,313",2017
T56,T59,Jason Bohn,75,63.67,631,991,2017
T56,T59,Ben Martin,86,63.67,701,"1,101",2017
T56,T59,David Lingmerth,79,63.67,666,"1,046",2017
60,57,Russell Henley,99,63.66,862,"1,354",2017
61,63,Miguel Angel Carballo,63,63.61,507,797,2017
62,64,Brandt Snedeker,53,63.58,447,703,2017
63,65,Hunter Mahan,73,63.4,627,989,2017
64,66,Julián Etulain,68,63.34,558,881,2017
65,70,Adam Hadwin,98,63.2,864,"1,367",2017
66,67,Johnson Wagner,71,63.18,556,880,2017
67,68,James Hahn,96,63.14,848,"1,343",2017
68,69,Peter Malnati,91,63.1,749,"1,187",2017
69,72,Brendan Steele,89,62.88,742,"1,180",2017
70,71,Brian Harman,104,62.8,878,"1,398",2017
71,73,Danny Lee,93,62.72,779,"1,242",2017
72,74,Geoff Ogilvy,80,62.59,629,"1,005",2017
73,75,J.J. Henry,92,62.58,751,"1,200",2017
74,76,Ian Poulter,72,62.55,593,948,2017
75,78,Sergio Garcia,65,62.33,541,868,2017
76,77,Pat Perez,93,62,783,"1,263",2017
77,79,Fabián Gómez,61,61.81,513,830,2017
78,80,Michael Thompson,60,61.72,482,781,2017
79,82,Nick Taylor,97,61.66,817,"1,325",2017
80,83,Blayne Barber,77,61.62,610,990,2017
81,81,Patrick Cantlay,52,61.47,410,667,2017
82,84,Rafa Cabrera Bello,63,61.43,516,840,2017
83,85,Louis Oosthuizen,69,61.29,532,868,2017
84,86,Kevin Na,86,61.26,702,"1,146",2017
85,87,Troy Merritt,82,60.98,647,"1,061",2017
86,88,Ryan Blaum,100,60.94,816,"1,339",2017
87,89,Rod Pampling,71,60.83,604,993,2017
88,90,Brett Drewitt,57,60.73,450,741,2017
89,91,Sean O'Hair,84,60.61,711,"1,173",2017
90,92,Billy Hurley III,80,60.57,679,"1,121",2017
91,93,Shawn Stefani,72,60.53,575,950,2017
92,94,Mark Hubbard,81,60.41,624,"1,033",2017
93,95,Morgan Hoffmann,92,60.39,741,"1,227",2017
94,96,Hudson Swafford,94,60.27,757,"1,256",2017
95,97,Cameron Percy,71,60.18,547,909,2017
T96,T98,Bud Cauley,92,60.1,738,"1,228",2017
T96,T98,Jonas Blixt,74,60.1,586,975,2017
98,101,Billy Horschel,88,60.07,722,"1,202",2017
99,102,Kelly Kraft,75,60.06,594,989,2017
100,100,Daniel Berger,91,60.03,724,"1,206",2017
101,104,Jordan Spieth,85,60,657,"1,095",2017
102,103,Mark Anderson,54,59.97,436,727,2017
103,106,Anirban Lahiri,72,59.82,603,"1,008",2017
104,107,Greg Chalmers,75,59.8,595,995,2017
105,108,Tyrone Van Aswegen,105,59.79,809,"1,353",2017
106,109,Michael Kim,94,59.71,750,"1,256",2017
107,110,Scott Piercy,70,59.68,558,935,2017
108,111,Sung Kang,104,59.65,850,"1,425",2017
109,112,Mackenzie Hughes,106,59.63,870,"1,459",2017
110,113,Harold Varner III,101,59.61,825,"1,384",2017
111,114,Robert Garrigus,78,59.52,597,"1,003",2017
112,115,Bubba Watson,71,59.5,526,884,2017
113,116,J.T. Poston,95,59.44,721,"1,213",2017
114,118,Jason Kokrak,95,59.32,786,"1,325",2017
T115,105,Gary Woodland,94,59.31,736,"1,241",2017
T115,119,Chad Collins,66,59.31,513,865,2017
117,121,Bill Haas,92,59.27,703,"1,186",2017
118,124,Xander Schauffele,96,58.82,757,"1,287",2017
119,117,Kevin Chappell,95,58.78,740,"1,259",2017
120,122,Jon Rahm,90,58.66,681,"1,161",2017
121,120,Hideki Matsuyama,83,58.61,626,"1,068",2017
122,123,Charley Hoffman,112,58.56,886,"1,513",2017
123,125,Branden Grace,70,58.47,518,886,2017
124,126,Bryson DeChambeau,91,58.34,724,"1,241",2017
125,136,Justin Rose,66,58.32,522,895,2017
126,128,Brian Campbell,55,58.2,415,713,2017
127,129,Tag Ridings,67,58.18,480,825,2017
128,T130,Cameron Tringale,89,58.15,674,"1,159",2017
129,127,Marc Leishman,94,57.94,730,"1,260",2017
130,133,Wesley Bryan,95,57.87,735,"1,270",2017
131,134,Retief Goosen,52,57.79,371,642,2017
132,135,Ryan Palmer,61,57.76,428,741,2017
133,132,Jhonattan Vegas,95,57.67,729,"1,264",2017
134,137,Bryce Molder,74,57.6,595,"1,033",2017
135,138,Robert Streb,98,57.58,756,"1,313",2017
136,139,Tony Finau,106,57.53,837,"1,455",2017
137,140,Jamie Lovemark,98,57.39,769,"1,340",2017
138,141,Patrick Reed,107,57.18,800,"1,399",2017
139,142,Byeong Hun An,77,57.17,574,"1,004",2017
140,143,Matt Jones,64,57.09,447,783,2017
141,144,Scott Stallings,81,57.04,612,"1,073",2017
142,145,Si Woo Kim,80,57.03,600,"1,052",2017
143,146,Dustin Johnson,77,56.97,560,983,2017
144,147,Adam Scott,58,56.65,460,812,2017
145,148,Jimmy Walker,68,56.59,485,857,2017
146,149,Dominic Bozzelli,69,56.57,512,905,2017
147,150,Luke Donald,50,56.5,378,669,2017
148,151,Brad Fritsch,56,56.4,410,727,2017
149,152,Cameron Smith,86,56.26,643,"1,143",2017
150,153,Ernie Els,52,56.2,408,726,2017
151,154,Nicholas Lindheim,58,56.19,440,783,2017
152,156,Grayson Murray,94,56.01,704,"1,257",2017
153,157,Tom Hoge,54,55.99,360,643,2017
154,155,Brooks Koepka,88,55.8,625,"1,120",2017
155,159,Andres Gonzales,73,55.75,538,965,2017
156,160,Nick Watney,75,55.67,535,961,2017
157,161,Luke List,102,55.63,761,"1,368",2017
158,162,Derek Fathauer,81,55.49,581,"1,047",2017
159,163,Whee Kim,74,55.37,557,"1,006",2017
160,164,Stewart Cink,93,55.13,715,"1,297",2017
161,165,Rory McIlroy,51,55.06,370,672,2017
T162,170,Justin Thomas,86,55.05,610,"1,108",2017
T162,166,Phil Mickelson,85,55.05,616,"1,119",2017
164,167,Smylie Kaufman,76,54.79,543,991,2017
165,168,Cody Gribble,79,54.77,591,"1,079",2017
166,169,Charles Howell III,86,54.72,626,"1,144",2017
167,171,Trey Mullinax,88,54.59,625,"1,145",2017
168,173,Sebastián Muñoz,51,54.45,373,685,2017
169,174,Camilo Villegas,76,54.37,548,"1,008",2017
170,175,Ricky Barnes,100,54.32,698,"1,285",2017
171,176,Charl Schwartzel,63,54.31,454,836,2017
172,172,Jason Day,71,53.94,500,927,2017
173,177,Seamus Power,86,53.27,594,"1,115",2017
174,178,Gonzalo Fernandez-Castaño,63,53.26,417,783,2017
175,179,Seung-Yul Noh,91,53.09,645,"1,215",2017
176,180,Patrick Rodgers,76,52.9,547,"1,034",2017
177,181,Martin Flores,88,52.79,597,"1,131",2017
178,182,Patton Kizzire,84,52.54,558,"1,062",2017
179,183,Kevin Tway,96,52.48,646,"1,231",2017
180,184,Brandon Hagy,85,52.46,565,"1,077",2017
181,185,Aaron Baddeley,61,52.25,418,800,2017
182,186,Carl Pettersson,63,51.94,428,824,2017
183,187,Ryo Ishikawa,56,51.92,405,780,2017
184,188,Ryan Brehm,83,51.9,559,"1,077",2017
185,189,Ollie Schniederjans,92,51.89,631,"1,216",2017
186,190,Harris English,84,51.42,545,"1,060",2017
187,191,J.B. Holmes,83,51.27,545,"1,063",2017
188,192,Matt Every,76,48.41,473,977,2017
189,193,Andrew Loupe,55,45.93,333,725,2017
190,194,Steven Bowditch,59,45.37,348,767,2017
1,1,Colt Knost,90,73.36,881,"1,201",2016
2,2,Thomas Aiken,70,72.36,665,919,2016
3,3,Jerry Kelly,76,71.2,754,"1,059",2016
4,4,Brian Stuard,66,71.07,656,923,2016
5,6,Zac Blair,99,69.86,927,"1,327",2016
6,5,Roberto Castro,97,69.37,940,"1,355",2016
7,7,Jim Furyk,52,69.09,503,728,2016
8,8,Russell Knox,92,68.51,853,"1,245",2016
9,9,John Huh,86,68.3,810,"1,186",2016
10,10,Chez Reavie,90,68.22,818,"1,199",2016
11,11,David Toms,62,67.98,588,865,2016
12,12,Spencer Levin,104,67.79,947,"1,397",2016
13,13,Graeme McDowell,63,67.7,570,842,2016
14,14,Jason Bohn,67,67.56,633,937,2016
15,16,David Lingmerth,84,67.36,747,"1,109",2016
16,18,Boo Weekley,83,66.98,777,"1,160",2016
17,17,Emiliano Grillo,93,66.93,846,"1,264",2016
18,15,Ryan Moore,86,66.52,751,"1,129",2016
19,20,Mark Wilson,66,66.2,572,864,2016
20,21,K.J. Choi,73,66.18,673,"1,017",2016
21,22,David Hearn,95,65.94,875,"1,327",2016
22,23,Alex Cejka,71,65.89,620,941,2016
23,24,Dicky Pride,55,65.86,488,741,2016
24,T28,Matt Kuchar,100,65.67,880,"1,340",2016
25,T25,Jim Herman,93,65.59,852,"1,299",2016
26,27,Andrew Landry,53,65.55,449,685,2016
27,T28,Abraham Ancer,51,65.42,439,671,2016
28,30,Billy Hurley III,66,65.36,602,921,2016
29,T25,Kevin Na,96,65.3,847,"1,297",2016
30,32,Kyle Reifers,115,65.29,"1,012","1,550",2016
31,19,William McGirt,98,65.28,895,"1,371",2016
32,34,Zach Johnson,90,65.23,788,"1,208",2016
33,33,Kevin Kisner,97,64.92,857,"1,320",2016
34,35,Mark Hubbard,101,64.82,877,"1,353",2016
35,36,Scott Langley,65,64.81,571,881,2016
36,31,Paul Casey,77,64.67,670,"1,036",2016
37,37,Keegan Bradley,82,64.57,740,"1,146",2016
38,38,Kyle Stanley,92,64.54,801,"1,241",2016
39,39,Chad Campbell,90,64.39,810,"1,258",2016
T40,T40,Lucas Glover,75,64.37,674,"1,047",2016
T40,T40,Kevin Streelman,82,64.37,737,"1,145",2016
42,42,Jon Curran,99,64.35,890,"1,383",2016
43,43,Ken Duke,58,64.18,482,751,2016
44,44,Danny Lee,93,64.05,807,"1,260",2016
45,45,Rod Pampling,54,63.95,447,699,2016
46,46,Francesco Molinari,64,63.76,570,894,2016
47,47,Scott Brown,88,63.65,781,"1,227",2016
48,48,Jason Gore,78,63.63,656,"1,031",2016
49,49,Adam Hadwin,93,63.62,827,"1,300",2016
50,51,Whee Kim,82,63.48,690,"1,087",2016
51,52,Brian Harman,104,63.41,922,"1,454",2016
52,53,Henrik Norlander,71,63.39,594,937,2016
53,54,Steve Stricker,53,63.23,466,737,2016
54,55,Ben Crane,80,63.18,671,"1,062",2016
55,56,Russell Henley,76,63.15,670,"1,061",2016
56,58,Scott Pinckney,87,63.05,749,"1,188",2016
57,50,Si Woo Kim,113,62.84,957,"1,523",2016
58,57,Jason Dufner,105,62.83,894,"1,423",2016
59,60,Bryce Molder,80,62.53,681,"1,089",2016
60,61,Blayne Barber,84,62.37,696,"1,116",2016
61,62,Tim Wilkinson,72,62.36,593,951,2016
62,63,Bill Haas,86,62.34,715,"1,147",2016
63,64,Stuart Appleby,71,62.24,600,964,2016
64,65,Rory Sabbatini,57,62.18,467,751,2016
65,66,Webb Simpson,70,62.17,608,978,2016
66,67,Ben Martin,92,62.14,765,"1,231",2016
67,59,Hideki Matsuyama,76,62.04,634,"1,022",2016
68,68,Chris Kirk,90,62.02,738,"1,190",2016
69,69,Shane Lowry,57,61.85,467,755,2016
70,70,Sergio Garcia,54,61.76,441,714,2016
71,71,Louis Oosthuizen,63,61.67,481,780,2016
72,72,Vaughn Taylor,72,61.59,619,"1,005",2016
73,74,Fabián Gómez,82,61.44,682,"1,110",2016
74,75,Hudson Swafford,104,61.43,892,"1,452",2016
75,76,Geoff Ogilvy,63,61.24,504,823,2016
76,77,Johnson Wagner,86,61.13,736,"1,204",2016
77,73,Rory McIlroy,69,61.06,530,868,2016
T78,T78,George McNeill,51,60.99,433,710,2016
T78,T78,Wes Roach,59,60.99,469,769,2016
80,80,Brett Stegmaier,87,60.93,722,"1,185",2016
81,82,Troy Merritt,77,60.89,657,"1,079",2016
82,83,D.H. Lee,61,60.85,485,797,2016
83,84,Will MacKenzie,84,60.81,678,"1,115",2016
T84,T85,Billy Horschel,73,60.71,595,980,2016
T84,T85,James Hahn,85,60.71,723,"1,191",2016
86,87,Chris Stroud,82,60.7,678,"1,117",2016
87,81,Kevin Chappell,93,60.68,787,"1,297",2016
88,88,Padraig Harrington,54,60.66,458,755,2016
89,89,Michael Thompson,71,60.57,576,951,2016
90,90,Marc Leishman,89,60.55,729,"1,204",2016
91,91,Peter Malnati,85,60.54,721,"1,191",2016
92,92,Kelly Kraft,63,60.36,498,825,2016
93,93,Steve Wheatcroft,85,60.32,681,"1,129",2016
94,94,Brendan Steele,88,60.29,709,"1,176",2016
95,96,Graham DeLaet,70,60.11,553,920,2016
96,97,Derek Ernst,59,60.1,479,797,2016
97,98,John Senden,88,60.07,722,"1,202",2016
98,99,Sam Saunders,69,59.78,541,905,2016
99,100,Cameron Tringale,81,59.57,641,"1,076",2016
100,101,D.A. Points,55,59.47,424,713,2016
101,102,Scott Piercy,87,59.41,701,"1,180",2016
102,103,Sung Kang,89,59.36,720,"1,213",2016
103,104,Will Wilcox,67,59.34,537,905,2016
T104,T105,Harold Varner III,92,59.33,763,"1,286",2016
T104,T105,J.J. Henry,68,59.33,550,927,2016
106,107,Jeff Overton,69,59.25,538,908,2016
107,108,Greg Owen,85,59.22,671,"1,133",2016
108,109,Cameron Smith,73,59.21,569,961,2016
109,110,Brendon de Jonge,83,59.19,670,"1,132",2016
110,112,Freddie Jacobson,86,59.03,709,"1,201",2016
111,113,Martin Piller,59,58.97,470,797,2016
112,111,Sean O'Hair,89,58.84,732,"1,244",2016
T113,115,Rickie Fowler,80,58.69,635,"1,082",2016
T113,114,Brandt Snedeker,93,58.69,733,"1,249",2016
115,116,Daniel Summerhays,99,58.65,810,"1,381",2016
116,117,Michael Kim,100,58.64,787,"1,342",2016
117,118,Brooks Koepka,75,58.6,576,983,2016
118,120,Steve Marino,72,58.46,556,951,2016
119,121,Jason Kokrak,89,58.41,726,"1,243",2016
T120,T122,Stewart Cink,61,58.4,497,851,2016
T120,T122,Shawn Stefani,91,58.4,709,"1,214",2016
122,124,Hiroshi Iwata,85,58.34,675,"1,157",2016
123,119,Jordan Spieth,80,58.14,618,"1,063",2016
124,125,Ángel Cabrera,62,58.06,504,868,2016
125,127,Brendon Todd,66,58.02,510,879,2016
126,128,Tyler Aldridge,83,57.95,638,"1,101",2016
127,129,Justin Rose,65,57.9,502,867,2016
128,130,Ryan Palmer,86,57.88,694,"1,199",2016
129,131,Morgan Hoffmann,71,57.8,541,936,2016
130,132,Jonas Blixt,79,57.79,612,"1,059",2016
131,133,Patrick Rodgers,89,57.74,686,"1,188",2016
132,134,Matt Jones,83,57.55,644,"1,119",2016
133,136,Robert Streb,87,57.48,676,"1,176",2016
134,137,Chad Collins,73,57.41,585,"1,019",2016
135,138,Jamie Lovemark,91,57.32,728,"1,270",2016
136,139,Bronson Burgoon,83,57.3,632,"1,103",2016
137,141,Nick Taylor,83,57.21,631,"1,103",2016
138,135,Dustin Johnson,87,57.17,658,"1,151",2016
139,143,Hunter Mahan,61,57.13,485,849,2016
140,T144,Scott Stallings,74,56.95,557,978,2016
141,147,Dawie van der Walt,72,56.89,557,979,2016
142,126,Charl Schwartzel,73,56.86,555,976,2016
143,148,Vijay Singh,72,56.73,569,"1,003",2016
T144,149,Luke Donald,81,56.69,640,"1,129",2016
T144,146,Gary Woodland,95,56.69,720,"1,270",2016
146,142,Daniel Berger,92,56.68,704,"1,242",2016
147,150,Chesson Hadley,81,56.58,623,"1,101",2016
148,T144,Jhonattan Vegas,97,56.57,736,"1,301",2016
149,151,Retief Goosen,55,56.4,432,766,2016
150,153,Anirban Lahiri,72,56.31,544,966,2016
151,152,Patrick Reed,105,55.96,775,"1,385",2016
152,155,Tom Hoge,81,55.81,600,"1,075",2016
153,156,Adam Scott,79,55.55,591,"1,064",2016
154,157,Luke Guthrie,57,55.53,427,769,2016
155,158,Aaron Baddeley,93,55.42,690,"1,245",2016
156,159,Rob Oppenheim,67,55.28,487,881,2016
157,160,Patton Kizzire,93,55.23,686,"1,242",2016
T158,T161,Branden Grace,63,55.14,461,836,2016
T158,T161,Martin Laird,82,55.14,601,"1,090",2016
160,163,Bubba Watson,72,55.11,534,969,2016
161,164,Robert Allenby,51,55.06,392,712,2016
162,165,Harris English,97,55.01,746,"1,356",2016
163,154,Phil Mickelson,75,54.82,552,"1,007",2016
164,166,Charley Hoffman,91,54.8,673,"1,228",2016
165,167,Andres Gonzales,80,54.55,594,"1,089",2016
166,168,Ricky Barnes,97,54.27,705,"1,299",2016
167,169,Justin Thomas,99,53.94,725,"1,344",2016
168,170,Robert Garrigus,69,53.91,490,909,2016
169,171,Erik Compton,65,53.64,472,880,2016
170,172,Ernie Els,66,52.93,488,922,2016
T171,T173,Tyrone Van Aswegen,105,52.91,754,"1,425",2016
T171,T173,Smylie Kaufman,91,52.91,654,"1,236",2016
173,175,Carlos Ortiz,79,52.77,552,"1,046",2016
174,176,Charles Howell III,91,52.6,668,"1,270",2016
175,177,Tony Finau,95,52.48,697,"1,328",2016
176,178,Rhein Gibson,58,52.45,396,755,2016
177,179,Camilo Villegas,83,52.18,575,"1,102",2016
178,181,Derek Fathauer,94,52.02,683,"1,313",2016
179,180,J.B. Holmes,77,51.68,537,"1,039",2016
180,182,Luke List,79,50.98,548,"1,075",2016
181,183,Jason Day,76,50.46,489,969,2016
182,184,Seung-Yul Noh,85,49.12,555,"1,130",2016
183,185,Jimmy Walker,85,48.31,556,"1,151",2016
184,187,Andrew Loupe,75,45.56,477,"1,047",2016
185,188,Steven Bowditch,71,43.02,428,995,2016
1,1,Francesco Molinari,56,76.88,572,744,2015
2,2,David Toms,62,74.5,602,808,2015
3,3,Chez Reavie,56,71.89,560,779,2015
4,4,Justin Leonard,61,71.7,613,855,2015
5,5,Jason Bohn,95,71.58,947,"1,323",2015
6,6,Steven Alker,62,71.41,597,836,2015
7,8,Colt Knost,90,71.24,852,"1,196",2015
8,7,Zach Johnson,90,71.21,873,"1,226",2015
9,9,Jerry Kelly,79,70.45,775,"1,100",2015
10,10,Brendon Todd,96,70.24,918,"1,307",2015
11,11,Ryan Moore,81,70.05,767,"1,095",2015
12,12,Henrik Stenson,63,69.91,590,844,2015
13,13,Heath Slocum,57,69.51,513,738,2015
14,14,John Huh,102,69.44,975,"1,404",2015
15,15,Brian Stuard,97,69.31,899,"1,297",2015
16,16,Spencer Levin,99,69.09,932,"1,349",2015
17,17,Jim Furyk,71,69.08,621,899,2015
18,18,Will Wilcox,58,68.98,516,748,2015
19,19,Nicholas Thompson,90,68.7,821,"1,195",2015
20,20,Kevin Streelman,95,68.63,875,"1,275",2015
21,21,Cameron Tringale,96,68.5,922,"1,346",2015
22,22,John Merrick,78,68.32,703,"1,029",2015
T23,T23,Ken Duke,93,67.91,840,"1,237",2015
T23,T23,Zac Blair,108,67.91,984,"1,449",2015
25,25,William McGirt,103,67.87,976,"1,438",2015
26,26,Webb Simpson,81,67.85,745,"1,098",2015
27,27,Jason Dufner,76,67.81,693,"1,022",2015
28,28,Russell Knox,96,67.76,910,"1,343",2015
29,29,Brian Davis,86,67.66,772,"1,141",2015
30,32,John Peterson,84,67.52,790,"1,170",2015
31,33,Ben Crane,62,67.49,548,812,2015
32,34,Jon Curran,83,67.46,740,"1,097",2015
33,35,Jim Herman,88,67.1,824,"1,228",2015
34,31,Kevin Kisner,104,66.85,972,"1,454",2015
35,36,Bryce Molder,91,66.8,809,"1,211",2015
36,37,Jason Gore,76,66.67,670,"1,005",2015
37,38,John Senden,80,66.6,704,"1,057",2015
38,39,Mark Hubbard,79,66.32,711,"1,072",2015
39,40,Billy Hurley III,83,65.91,723,"1,097",2015
40,41,Roberto Castro,54,65.76,457,695,2015
41,42,Chad Campbell,97,65.75,889,"1,352",2015
42,43,Sung Joon Park,79,65.73,702,"1,068",2015
43,45,Pat Perez,96,65.7,881,"1,341",2015
44,46,Brendon de Jonge,106,65.69,969,"1,475",2015
45,47,Jonathan Byrd,69,65.6,593,904,2015
46,48,David Lingmerth,90,65.51,828,"1,264",2015
47,49,Graham DeLaet,65,65.46,597,912,2015
48,50,Adam Hadwin,95,65.43,846,"1,293",2015
49,44,Hideki Matsuyama,95,65.25,830,"1,272",2015
50,51,Ben Martin,93,65.09,828,"1,272",2015
51,52,Davis Love III,51,64.94,463,713,2015
52,53,Keegan Bradley,87,64.85,762,"1,175",2015
53,54,Mark Wilson,89,64.53,764,"1,184",2015
54,55,Russell Henley,87,64.39,763,"1,185",2015
55,56,Brian Harman,90,64.37,813,"1,263",2015
56,T57,Derek Ernst,75,64.3,634,986,2015
