RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT SAND SAVES,NUM SAND SAVES,NUM BUNKERS,TOTAL O/U PAR,YEAR
32,32,Robert Karlsson,61,54.05,60,111,35,2011
33,25,Kevin Chappell,78,53.96,75,139,30,2011
34,35,Arjun Atwal,91,53.7,87,162,65,2011
35,33,David Hearn,88,53.68,51,95,29,2011
36,34,Ben Curtis,66,53.61,52,97,39,2011
37,36,Jim Furyk,87,53.45,62,116,36,2011
38,37,Chris Kirk,87,53.42,86,161,46,2011
39,38,Stuart Appleby,65,53.21,58,109,46,2011
40,51,Nate Smith,66,53.06,52,98,39,2011
41,40,Charlie Wi,83,53.01,88,166,51,2011
T42,65,Trevor Immelman,84,52.99,62,117,43,2011
T42,58,Justin Leonard,82,52.99,62,117,33,2011
44,39,Rory Sabbatini,85,52.98,80,151,47,2011
45,55,Joe Ogilvie,75,52.94,54,102,34,2011
46,41,Freddie Jacobson,92,52.73,87,165,54,2011
47,42,Stewart Cink,72,52.63,60,114,45,2011
48,45,Y.E. Yang,63,52.38,55,105,36,2011
49,47,Bo Van Pelt,92,52.32,79,151,29,2011
50,48,Geoff Ogilvy,69,52.29,57,109,40,2011
T51,T49,Sergio Garcia,61,52.17,60,115,23,2011
T51,T49,Phil Mickelson,79,52.17,72,138,39,2011
53,52,Steve Stricker,70,52.07,63,121,41,2011
54,53,Brendan Steele,89,52.05,76,146,48,2011
T55,64,William McGirt,103,52.03,77,148,40,2011
T55,44,Steve Flesch,88,52.03,77,148,54,2011
57,54,Webb Simpson,98,52,78,150,33,2011
58,56,Pat Perez,76,51.88,69,133,38,2011
59,46,Roland Thatcher,67,51.82,57,110,33,2011
60,57,Dean Wilson,62,51.81,43,83,30,2011
61,43,Zack Miller,86,51.7,76,147,44,2011
62,59,Bill Lunde,92,51.69,61,118,37,2011
63,61,Robert Allenby,84,51.66,78,151,39,2011
64,60,Brian Davis,105,51.65,94,182,57,2011
65,62,Marc Leishman,87,51.59,81,157,44,2011
66,63,Hunter Mahan,92,51.43,90,175,42,2011
67,66,Alex Cejka,59,51.33,58,113,43,2011
68,67,Graeme McDowell,50,51.28,40,78,35,2011
69,81,Ryan Palmer,82,51.18,65,127,31,2011
70,86,D.J. Trahan,91,50.75,68,134,39,2011
71,69,Padraig Harrington,60,50.59,43,85,35,2011
72,68,David Mathis,83,50.39,64,127,49,2011
T73,71,Carl Pettersson,95,50.38,67,133,48,2011
T73,85,Chris DiMarco,93,50.38,67,133,50,2011
75,87,Billy Mayfair,94,50.36,70,139,34,2011
76,73,Jonathan Byrd,83,50.35,71,141,51,2011
T77,T74,Jason Bohn,74,50,49,98,28,2011
T77,T74,Jimmy Walker,79,50,80,160,53,2011
T77,T74,D.A. Points,89,50,83,166,51,2011
T77,70,Billy Horschel,75,50,53,106,34,2011
T77,T74,Bio Kim,71,50,56,112,38,2011
T82,80,Jarrod Lyle,83,49.66,72,145,47,2011
T82,79,Brandt Snedeker,85,49.66,74,149,48,2011
84,72,Matt Jones,71,49.64,69,139,43,2011
85,T96,Nick O'Hern,89,49.62,65,131,49,2011
86,T74,Michael Thompson,79,49.48,48,97,36,2011
87,83,Lee Janzen,62,49.38,40,81,36,2011
88,94,Ryuji Imada,83,49.32,73,148,55,2011
89,84,Nathan Green,81,49.29,69,140,49,2011
90,T92,Chris Stroud,88,49.17,59,120,40,2011
91,T92,J.P. Hayes,56,48.94,46,94,38,2011
92,82,Shane Bertsch,62,48.89,44,90,26,2011
93,88,Brendon de Jonge,105,48.73,77,158,54,2011
94,89,Cameron Beckman,71,48.54,50,103,37,2011
95,110,Steve Elkington,50,48.19,40,83,31,2011
96,95,Nick Watney,80,48.12,64,133,28,2011
97,91,Kevin Streelman,90,48.06,62,129,48,2011
98,90,Stephen Ames,69,48.04,49,102,44,2011
99,T96,Sean O'Hair,71,48,48,100,39,2011
100,99,Charl Schwartzel,58,47.92,46,96,30,2011
101,101,Marc Turnesa,54,47.76,32,67,26,2011
102,108,Sung Kang,63,47.5,38,80,31,2011
103,T103,Scott Gutschewski,67,47.41,55,116,51,2011
104,T96,Tim Petrovic,88,47.37,72,152,71,2011
105,T103,Ben Crane,76,47.27,52,110,43,2011
106,102,Tommy Gainey,104,47.2,76,161,58,2011
107,105,Lucas Glover,74,47.1,65,138,58,2011
108,106,Andres Romero,77,47.06,72,153,49,2011
109,119,Chris Couch,73,47.01,63,134,49,2011
110,107,Joe Durant,71,46.88,45,96,43,2011
111,114,Steven Bowditch,86,46.79,73,156,62,2011
112,115,Daniel Summerhays,75,46.67,63,135,58,2011
113,117,Tim Herron,85,46.56,61,131,44,2011
114,109,Ryan Moore,79,46.4,58,125,40,2011
T115,113,Matt Bettencourt,84,46.2,73,158,72,2011
T115,112,Josh Teater,104,46.2,73,158,47,2011
117,120,Blake Adams,116,45.92,90,196,75,2011
118,116,Camilo Villegas,69,45.71,64,140,59,2011
T119,123,Spencer Levin,113,45.45,75,165,55,2011
T119,128,Matt McQuillan,59,45.45,40,88,47,2011
T121,111,George McNeill,69,45.36,44,97,38,2011
T121,125,Heath Slocum,89,45.36,44,97,34,2011
123,126,Tag Ridings,87,45.28,48,106,39,2011
T124,127,Briny Baird,60,45.07,32,71,30,2011
T124,122,Rickie Fowler,84,45.07,64,142,56,2011
126,124,John Rollins,85,44.63,54,121,33,2011
T127,129,Ricky Barnes,78,44.44,56,126,40,2011
T127,146,Aron Price,58,44.44,28,63,26,2011
T127,121,Martin Piller,63,44.44,48,108,43,2011
130,138,Derek Lamely,65,44.32,39,88,30,2011
131,T134,Troy Merritt,63,44.3,35,79,35,2011
132,118,Jim Renner,65,44.29,31,70,20,2011
133,130,Jeff Overton,92,44.24,73,165,63,2011
134,T134,Johnson Wagner,81,44.19,57,129,61,2011
135,132,Martin Laird,77,44.17,53,120,47,2011
136,143,Kris Blanks,92,44.06,63,143,47,2011
137,137,Boo Weekley,66,44,33,75,31,2011
138,136,Bill Haas,93,43.86,75,171,54,2011
139,139,Chez Reavie,92,43.71,66,151,66,2011
140,145,Fabián Gómez,84,43.7,59,135,53,2011
141,141,J.B. Holmes,57,43.33,39,90,28,2011
142,140,Cameron Tringale,110,43.26,77,178,68,2011
143,142,Charley Hoffman,93,43.21,70,162,52,2011
144,157,Scott McCarron,65,42.99,46,107,52,2011
145,149,James Driscoll,71,42.86,42,98,35,2011
146,147,Kevin Kisner,70,42.73,47,110,58,2011
147,133,Joseph Bramlett,73,42.71,41,96,33,2011
148,154,Gary Woodland,93,42.62,52,122,47,2011
149,144,Michael Connell,76,42.48,48,113,59,2011
150,150,Harrison Frazar,58,42.16,43,102,42,2011
151,151,John Merrick,71,42.05,37,88,22,2011
152,152,Kyle Stanley,98,41.61,57,137,51,2011
T153,T155,Dustin Johnson,72,41.48,56,135,52,2011
T153,T155,Chad Campbell,99,41.48,56,135,57,2011
155,148,Garrett Willis,71,41.44,46,111,49,2011
156,153,Scott Piercy,78,41.18,56,136,63,2011
157,160,John Senden,94,41.1,67,163,59,2011
158,159,Steve Marino,76,41.09,53,129,57,2011
159,161,Robert Garrigus,83,40.94,61,149,69,2011
160,162,J.J. Henry,96,40.83,49,120,41,2011
161,165,Vaughn Taylor,89,40.77,53,130,50,2011
162,163,Jhonattan Vegas,84,40.56,58,143,76,2011
163,158,Rich Beem,53,40.26,31,77,40,2011
164,167,Ángel Cabrera,50,39.78,37,93,43,2011
T165,169,Ernie Els,71,39.5,47,119,57,2011
T165,173,Colt Knost,80,39.5,47,119,56,2011
167,164,Kent Jones,76,39.47,45,114,58,2011
168,171,Keegan Bradley,91,39.31,57,145,59,2011
169,168,Paul Goydos,81,38.84,47,121,76,2011
T170,170,Richard Johnson,64,38.71,36,93,57,2011
T170,174,Bubba Watson,85,38.71,48,124,61,2011
172,176,Ben Martin,74,38.68,41,106,46,2011
173,172,Davis Love III,70,38.66,46,119,58,2011
174,,Will Strickler,51,38.36,28,73,38,2011
175,175,Rocco Mediate,53,37.78,34,90,47,2011
176,177,Troy Matteson,91,37.68,52,138,62,2011
177,181,Andres Gonzales,60,37.35,31,83,40,2011
178,180,David Duval,67,37.27,41,110,54,2011
179,179,Bobby Gates,82,37.19,45,121,57,2011
180,178,Kevin Stadler,88,36.21,42,116,60,2011
181,182,Alex Prugh,82,34.56,47,136,68,2011
182,184,Alexandre Rocha,65,32.89,25,76,35,2011
183,183,Michael Bradley,74,32.67,33,101,50,2011
184,185,Justin Hicks,60,32.5,26,80,55,2011
185,186,Scott Stallings,84,31.48,34,108,54,2011
186,187,Jim Herman,69,30.49,25,82,45,2011
1,1,Luke Donald,71,66.39,79,119,24,2010
2,2,Carl Pettersson,99,62.94,107,170,43,2010
3,4,Pat Perez,90,61.97,88,142,21,2010
4,3,Tim Clark,88,61.59,93,151,30,2010
5,5,Chad Collins,87,60.43,84,139,40,2010
6,20,Briny Baird,87,60,81,135,24,2010
7,7,Trevor Immelman,55,59.77,52,87,26,2010
8,9,Mike Weir,59,59.48,69,116,37,2010
9,6,Brian Gay,101,59.26,96,162,54,2010
10,10,Brandt Snedeker,89,59.18,87,147,44,2010
11,11,K.J. Choi,82,59.06,75,127,43,2010
12,16,Rory Sabbatini,79,58.94,89,151,48,2010
13,13,Justin Rose,78,58.78,87,148,29,2010
14,12,Matt Jones,89,58.68,98,167,40,2010
15,8,Charlie Wi,95,58.27,81,139,38,2010
T16,17,Ryuji Imada,90,57.94,73,126,41,2010
T16,24,Mark Wilson,87,57.94,62,107,25,2010
18,15,Aron Price,70,57.61,53,92,26,2010
19,18,Greg Chalmers,93,57.53,84,146,43,2010
20,21,Geoff Ogilvy,62,57.28,59,103,38,2010
21,22,Stephen Ames,75,57.26,67,117,33,2010
22,23,Nathan Green,86,57.23,95,166,50,2010
23,14,Chris Riley,73,56.86,58,102,28,2010
24,25,Zach Johnson,93,56.29,85,151,43,2010
25,26,Kenny Perry,69,56.25,54,96,17,2010
26,27,Matt Kuchar,97,56.2,77,137,34,2010
27,29,Kevin Sutherland,86,55.77,58,104,32,2010
28,30,Robert Allenby,76,55.56,80,144,44,2010
29,19,Mathias Grönberg,61,55.17,48,87,34,2010
30,28,Webb Simpson,98,55.06,87,158,53,2010
31,31,Jay Williamson,76,55,55,100,41,2010
32,42,Ben Curtis,78,54.87,62,113,38,2010
33,32,Steve Stricker,73,54.84,68,124,37,2010
34,40,Aaron Baddeley,94,54.82,91,166,38,2010
T35,T33,Kevin Na,94,54.81,74,135,40,2010
T35,T33,Jason Day,82,54.81,74,135,37,2010
37,35,Bo Van Pelt,104,54.74,104,190,48,2010
38,36,Ian Poulter,55,54.63,59,108,42,2010
T39,T37,Lucas Glover,75,54.62,71,130,32,2010
T39,T37,Retief Goosen,75,54.62,65,119,33,2010
41,48,John Senden,103,54.4,68,125,25,2010
42,41,Ricky Barnes,103,54.34,94,173,51,2010
43,62,Tom Pernice Jr.,74,54.32,44,81,26,2010
44,43,J.P. Hayes,79,54.26,70,129,36,2010
45,47,Brian Davis,101,54.21,103,190,68,2010
46,44,Bryce Molder,84,54.01,74,137,46,2010
47,T45,Jonathan Byrd,85,53.85,63,117,37,2010
48,49,Padraig Harrington,57,53.7,58,108,29,2010
49,50,Phil Mickelson,76,53.62,74,138,33,2010
50,53,Steve Wheatcroft,74,53.39,63,118,36,2010
51,73,John Mallinger,78,53.24,74,139,52,2010
52,39,James Driscoll,78,53.08,69,130,36,2010
53,54,Adam Scott,70,53.04,61,115,27,2010
54,58,J.B. Holmes,100,52.83,84,159,52,2010
55,T55,Ben Crane,85,52.7,78,148,45,2010
56,57,Chad Campbell,94,52.67,69,131,45,2010
57,T59,Rory McIlroy,54,52.48,53,101,29,2010
58,T59,Ryan Palmer,84,52.41,76,145,60,2010
T59,52,Jerry Kelly,99,52.35,78,149,48,2010
T59,78,John Merrick,109,52.35,78,149,38,2010
T61,T55,Matt Bettencourt,91,52.26,81,155,51,2010
T61,63,Joe Ogilvie,99,52.26,81,155,54,2010
63,51,Brett Quigley,96,52.21,71,136,39,2010
64,T45,Michael Connell,89,52.07,63,121,40,2010
65,67,Brenden Pappas,66,52.04,51,98,34,2010
66,64,Alex Prugh,88,52,65,125,34,2010
67,61,Paul Stankowski,62,51.95,40,77,15,2010
68,84,Vijay Singh,75,51.91,68,131,40,2010
69,74,Scott McCarron,90,51.8,72,139,37,2010
70,65,Martin Flores,75,51.75,59,114,24,2010
71,69,Martin Laird,91,51.61,64,124,31,2010
72,71,Michael Sim,64,51.58,49,95,29,2010
73,66,Omar Uresti,74,51.16,44,86,34,2010
74,76,Y.E. Yang,72,51.15,67,131,42,2010
75,77,Jeff Overton,89,51.09,70,137,44,2010
76,75,Vaughn Taylor,87,50.96,80,157,62,2010
77,80,Camilo Villegas,78,50.83,61,120,45,2010
78,68,Johnson Wagner,85,50.79,64,126,50,2010
79,70,Lee Janzen,77,50.74,69,136,37,2010
T80,T81,John Daly,63,50.55,46,91,35,2010
T80,T81,Steve Elkington,74,50.55,46,91,25,2010
82,105,James Nitties,92,50.46,55,109,48,2010
83,100,Chris Stroud,90,50.38,66,131,44,2010
84,99,Chris DiMarco,88,50.37,68,135,45,2010
85,86,George McNeill,79,50.36,70,139,42,2010
86,87,Kevin Streelman,90,50.34,73,145,54,2010
T87,110,Jeff Quinney,91,50,61,122,52,2010
T87,79,Heath Slocum,97,50,53,106,40,2010
T87,114,Charles Howell III,103,50,67,134,32,2010
T87,T88,Freddie Jacobson,83,50,68,136,55,2010
T87,T88,David Toms,86,50,58,116,40,2010
T87,72,Michael Bradley,77,50,52,104,45,2010
T87,83,Billy Mayfair,78,50,47,94,32,2010
T87,T88,Cameron Beckman,68,50,49,98,38,2010
T87,,Cliff Kresge,50,50,32,64,23,2010
T87,85,Chris Tidland,77,50,70,140,48,2010
T87,T88,Charley Hoffman,85,50,70,140,42,2010
98,111,Troy Merritt,86,49.66,74,149,50,2010
99,95,Jarrod Lyle,54,49.33,37,75,15,2010
100,96,Marc Leishman,87,49.32,73,148,52,2010
101,93,Josh Teater,101,49.16,88,179,45,2010
102,98,Stuart Appleby,101,49.11,83,169,69,2010
103,T88,Rich Barcelo,70,48.94,46,94,43,2010
104,94,Brendon de Jonge,114,48.81,82,168,56,2010
105,T102,David Lutterus,69,48.72,57,117,38,2010
106,104,Bill Lunde,79,48.6,52,107,46,2010
107,107,Ernie Els,72,48.44,62,128,40,2010
108,109,Scott Verplank,74,48.32,72,149,65,2010
109,112,D.J. Trahan,92,48.25,69,143,49,2010
110,97,Sean O'Hair,84,48.18,66,137,52,2010
111,116,Tim Petrovic,105,48.13,90,187,74,2010
112,101,Greg Kraft,52,48.05,37,77,37,2010
113,113,Jim Furyk,76,48.04,49,102,42,2010
114,125,Michael Letzig,84,47.95,70,146,47,2010
115,106,Derek Lamely,81,47.92,69,144,61,2010
116,115,Paul Casey,64,47.87,45,94,42,2010
117,117,Steve Flesch,78,47.83,66,138,55,2010
118,T102,Chris Couch,66,47.79,54,113,35,2010
119,127,Justin Leonard,89,47.73,63,132,51,2010
120,120,Andres Romero,73,47.46,56,118,46,2010
121,121,Ted Purdy,86,47.45,65,137,56,2010
122,123,Jeev Milkha Singh,59,47.19,42,89,27,2010
123,124,Jason Dufner,87,47.1,65,138,57,2010
124,126,Bubba Watson,77,47.01,55,117,42,2010
125,108,Dean Wilson,54,46.97,31,66,25,2010
126,128,Garrett Willis,82,46.9,53,113,35,2010
127,122,Shaun Micheel,70,46.84,37,79,34,2010
128,T144,Charles Warren,64,46.48,33,71,24,2010
129,118,Bob Estes,79,46.46,59,127,46,2010
130,136,Blake Adams,84,46.4,58,125,59,2010
131,129,Brett Wetterich,54,46.34,38,82,23,2010
132,T132,Daniel Chopra,74,46.09,59,128,50,2010
133,119,Rod Pampling,77,46.03,58,126,43,2010
134,134,Ryan Moore,80,45.8,60,131,57,2010
135,T137,Hunter Mahan,85,45.75,70,153,58,2010
136,139,Graham DeLaet,88,45.69,53,116,39,2010
137,146,Roland Thatcher,72,45.61,52,114,41,2010
T138,140,Boo Weekley,88,45.6,57,125,45,2010
T138,T132,Brian Stuard,81,45.6,57,125,62,2010
140,T130,D.A. Points,90,45.45,65,143,48,2010
141,141,Kevin Stadler,86,45.38,59,130,60,2010
142,T130,Mark Calcavecchia,50,45.21,33,73,33,2010
143,T137,Tom Gillis,97,45.06,73,162,52,2010
144,143,Ángel Cabrera,64,45.05,50,111,37,2010
145,142,John Rollins,81,45.04,59,131,51,2010
T146,152,Scott Piercy,88,45,72,160,71,2010
T146,T153,Stewart Cink,84,45,54,120,50,2010
148,T144,Dustin Johnson,83,44.78,60,134,44,2010
149,151,Spencer Levin,110,44.7,59,132,46,2010
T150,T153,Greg Owen,69,44.66,46,103,41,2010
T150,T153,Tim Herron,79,44.66,46,103,45,2010
152,135,Will MacKenzie,72,44.55,49,110,41,2010
153,148,Bill Haas,87,44.52,69,155,50,2010
154,149,Jerod Turner,54,44.44,36,81,49,2010
155,150,David Duval,71,44.21,42,95,42,2010
156,157,Alex Cejka,81,44.17,53,120,51,2010
157,T161,Woody Austin,93,43.54,64,147,57,2010
158,163,Roger Tambellini,77,43.48,40,92,37,2010
159,147,Kevin Johnson,62,43.43,43,99,55,2010
160,T168,Matt Every,60,43.27,45,104,48,2010
161,158,Nick Watney,91,43.26,61,141,64,2010
162,159,Rocco Mediate,71,43.18,38,88,43,2010
163,160,Jimmy Walker,82,43.08,56,130,48,2010
164,T161,Rickie Fowler,98,42.67,64,150,76,2010
T165,170,Steve Marino,81,41.67,55,132,61,2010
T165,T175,Andrew McLardy,52,41.67,35,84,33,2010
T165,T168,Jeff Maggert,76,41.67,40,96,41,2010
T165,T153,Skip Kendall,58,41.67,35,84,47,2010
169,179,Mathew Goggin,85,41.27,52,126,68,2010
170,T175,Joe Durant,67,41.1,30,73,30,2010
171,164,Nicholas Thompson,88,40.94,61,149,59,2010
172,166,Jason Bohn,84,40.87,47,115,55,2010
173,178,Garth Mulroy,53,40.85,29,71,21,2010
174,167,Kris Blanks,91,40.77,53,130,48,2010
T175,165,Brent Delahoussaye,57,40.51,32,79,51,2010
T175,T175,Justin Bolli,55,40.51,32,79,44,2010
177,173,Craig Bowden,56,40.26,31,77,52,2010
178,180,Richard Johnson,90,39.83,47,118,57,2010
179,172,Cameron Tringale,55,39.66,23,58,20,2010
180,171,Steve Lowery,67,39.52,49,124,66,2010
181,181,Paul Goydos,78,39.1,52,133,82,2010
182,174,Chris Wilson,65,38.39,43,112,53,2010
183,183,J.J. Henry,92,38.24,39,102,37,2010
184,186,Brad Faxon,58,37.5,36,96,69,2010
185,184,Robert Garrigus,71,37.25,38,102,32,2010
186,190,Jeff Gove,57,37.14,26,70,35,2010
T187,188,Davis Love III,79,36.94,41,111,50,2010
T187,185,Henrik Bjornstad,72,36.94,41,111,63,2010
189,187,Sergio Garcia,58,36.49,27,74,44,2010
190,182,Cameron Percy,73,36.36,32,88,35,2010
191,189,Troy Matteson,84,36.29,45,124,64,2010
192,191,Vance Veazey,58,33.78,25,74,45,2010
1,1,Luke Donald,79,64.43,96,149,42,2009
2,2,Kevin Na,91,62.64,109,174,40,2009
3,3,Tiger Woods,64,61.86,60,97,16,2009
T4,6,David Mathis,82,61.6,77,125,38,2009
T4,4,Matt Kuchar,82,61.6,77,125,23,2009
6,5,Webb Simpson,94,61.33,111,181,43,2009
7,7,Mark Wilson,99,60.87,98,161,44,2009
T8,T8,Chris Riley,77,60,72,120,32,2009
T8,T8,Retief Goosen,74,60,75,125,30,2009
10,T8,Brad Adamonis,70,58.93,66,112,28,2009
11,18,Bob Heintz,59,58.82,50,85,27,2009
12,11,Rod Pampling,72,58.74,84,143,28,2009
13,14,Joe Ogilvie,85,58.6,92,157,41,2009
14,13,George McNeill,82,58.39,87,149,38,2009
15,29,Jimmy Walker,74,58.06,72,124,32,2009
16,25,Brian Gay,96,57.79,89,154,67,2009
T17,T15,Bryce Molder,69,57.65,49,85,24,2009
T17,T15,Jason Day,61,57.65,49,85,15,2009
19,19,Nick O'Hern,90,57.58,76,132,42,2009
20,17,Nathan Green,104,57.56,99,172,50,2009
21,T20,Cliff Kresge,78,57.52,65,113,45,2009
T22,T20,Ian Poulter,59,57.14,56,98,22,2009
T22,12,Matt Weibring,65,57.14,48,84,23,2009
24,22,Mike Weir,85,57.06,93,163,53,2009
25,23,Tim Clark,81,57.02,65,114,40,2009
26,24,Kevin Sutherland,96,56.96,90,158,28,2009
27,39,Justin Rose,71,56.91,70,123,41,2009
28,27,Ben Curtis,63,56.45,70,124,37,2009
29,28,Hunter Mahan,94,56.44,92,163,42,2009
30,30,Jerry Kelly,90,56.38,84,149,46,2009
31,26,Charlie Wi,92,56.13,87,155,51,2009
T32,45,Cameron Beckman,87,56.1,69,123,48,2009
T32,33,Padraig Harrington,66,56.1,69,123,34,2009
34,34,Michael Letzig,96,56.02,93,166,30,2009
35,42,Chris DiMarco,97,55.48,81,146,48,2009
36,51,Ken Duke,87,55.19,85,154,48,2009
37,31,Ben Crane,93,55.17,96,174,65,2009
38,36,Lucas Glover,93,55.13,86,156,40,2009
39,T62,Freddie Jacobson,83,55.1,81,147,44,2009
40,52,Aron Price,89,54.96,72,131,50,2009
41,44,Bill Haas,91,54.86,79,144,35,2009
T42,38,Geoff Ogilvy,78,54.81,74,135,32,2009
T42,35,Tom Pernice Jr.,82,54.81,74,135,56,2009
44,37,Briny Baird,89,54.74,75,137,44,2009
45,40,Ryuji Imada,85,54.66,88,161,56,2009
46,41,Robert Allenby,71,54.64,53,97,28,2009
T47,43,Jim Furyk,86,54.55,66,121,37,2009
T47,47,Steve Flesch,77,54.55,78,143,52,2009
49,46,Steve Stricker,81,54.23,77,142,50,2009
50,T58,Zach Johnson,94,54.14,72,133,45,2009
51,50,John Senden,100,53.85,91,169,53,2009
52,T62,Dean Wilson,81,53.77,57,106,40,2009
53,32,Darron Stiles,52,53.73,36,67,23,2009
54,53,Anthony Kim,76,53.38,71,133,45,2009
55,55,Y.E. Yang,83,53.28,73,137,38,2009
56,56,Alex Cejka,82,53.27,57,107,38,2009
57,61,Tim Petrovic,97,53.18,92,173,49,2009
58,T58,K.J. Choi,65,53.13,51,96,34,2009
59,60,Mark Brooks,55,53.09,43,81,35,2009
60,49,Corey Pavin,73,53.06,52,98,42,2009
61,68,Justin Leonard,95,53.02,79,149,50,2009
T62,T72,Lee Janzen,74,52.94,63,119,52,2009
T62,T69,Parker McLachlin,71,52.94,72,136,50,2009
64,64,Woody Austin,84,52.9,73,138,44,2009
65,65,Dustin Johnson,85,52.89,64,121,31,2009
66,66,Sergio Garcia,59,52.88,55,104,31,2009
67,67,Kenny Perry,92,52.76,67,127,34,2009
68,74,Scott McCarron,91,52.53,83,158,67,2009
T69,76,Vaughn Taylor,88,52.38,77,147,46,2009
T69,77,John Rollins,92,52.38,88,168,46,2009
71,71,Matt Jones,56,52.31,34,65,11,2009
72,75,Tim Herron,87,52.29,80,153,47,2009
73,T72,Davis Love III,89,52.21,71,136,44,2009
74,87,Jeff Quinney,78,52.1,62,119,49,2009
75,79,Chad Campbell,90,52.07,63,121,37,2009
76,81,Ángel Cabrera,55,51.92,54,104,44,2009
T77,T93,Jay Williamson,69,51.85,42,81,30,2009
T77,57,David Duval,56,51.85,42,81,41,2009
T77,90,Derek Fathauer,63,51.85,56,108,37,2009
80,82,Sean O'Hair,80,51.75,59,114,36,2009
81,83,Scott Verplank,88,51.7,76,147,57,2009
82,84,J.J. Henry,97,51.64,63,122,28,2009
83,89,Brian Davis,103,51.55,83,161,64,2009
84,80,Glen Day,79,51.46,53,103,35,2009
85,54,Stephen Ames,77,51.33,58,113,29,2009
86,101,Carl Pettersson,86,51.05,73,143,46,2009
87,78,Jarrod Lyle,65,51.02,50,98,33,2009
88,85,Mark Calcavecchia,72,50.96,53,104,38,2009
T89,T93,Richard Johnson,85,50.72,70,138,58,2009
T89,T69,Brandt Snedeker,81,50.72,70,138,55,2009
91,88,Kevin Stadler,65,50.67,38,75,25,2009
92,86,Peter Tomasulo,61,50.59,43,85,34,2009
93,T93,Jeff Maggert,79,50.41,62,123,45,2009
T94,111,David Toms,98,50.39,64,127,40,2009
T94,T93,Chez Reavie,81,50.39,65,129,52,2009
96,T91,Aaron Baddeley,66,50.36,70,139,66,2009
T97,T91,Brendon de Jonge,90,50,72,144,42,2009
T97,T93,Rory Sabbatini,81,50,69,138,46,2009
T97,107,Nicholas Thompson,96,50,83,166,47,2009
100,100,Nick Watney,86,49.67,76,153,51,2009
101,T93,Ryan Palmer,78,49.63,67,135,39,2009
102,112,Jeff Klauk,97,49.38,80,162,63,2009
103,103,Daniel Chopra,89,49.08,80,163,60,2009
104,108,Bo Van Pelt,100,49.02,75,153,45,2009
105,105,Camilo Villegas,76,48.84,63,129,42,2009
106,106,Bill Lunde,83,48.8,61,125,45,2009
107,109,Marc Leishman,91,48.59,69,142,46,2009
108,115,Charles Howell III,99,48.32,72,149,55,2009
109,123,Brad Faxon,59,48.28,70,145,67,2009
T110,113,Ernie Els,70,48,60,125,47,2009
T110,102,Jason Gore,74,48,48,100,30,2009
112,120,Spencer Levin,75,47.87,45,94,29,2009
113,114,Greg Chalmers,85,47.83,55,115,37,2009
T114,104,Charles Warren,63,47.37,45,95,24,2009
T114,118,Rocco Mediate,79,47.37,54,114,42,2009
116,129,Rich Beem,77,47.31,44,93,34,2009
117,119,Ryan Moore,89,47.26,69,146,64,2009
118,116,Eric Axley,71,47.2,59,125,69,2009
119,110,Michael Allen,73,47.17,50,106,33,2009
T120,124,Stuart Appleby,79,47.06,72,153,59,2009
T120,162,Patrick Sheehan,51,47.06,24,51,23,2009
122,125,James Nitties,86,46.81,66,141,52,2009
123,127,Adam Scott,53,46.74,43,92,33,2009
T124,128,Stewart Cink,79,46.72,57,122,58,2009
T124,117,Todd Hamilton,83,46.72,64,137,70,2009
126,130,Phil Mickelson,66,46.61,55,118,45,2009
127,121,Brian Vranesh,51,46.58,34,73,31,2009
128,122,Harrison Frazar,93,46.56,61,131,39,2009
129,131,Bob Estes,78,46.51,60,129,59,2009
130,132,Charley Hoffman,97,46.47,79,170,56,2009
131,133,Chris Stroud,88,46.4,58,125,52,2009
132,138,Scott Piercy,85,46.38,64,138,51,2009
133,134,Mathew Goggin,76,46.34,57,123,41,2009
134,T135,Steve Elkington,70,46.3,50,108,43,2009
135,137,Jonathan Byrd,89,46.25,74,160,52,2009
136,152,Kevin Streelman,97,46.15,66,143,61,2009
T137,139,Bubba Watson,73,45.86,61,133,54,2009
T137,T135,Greg Owen,97,45.86,61,133,43,2009
139,147,Matt Bettencourt,98,45.73,75,164,72,2009
140,153,Rick Price,54,45.71,32,70,29,2009
141,154,Jeff Overton,92,45.68,74,162,58,2009
142,150,Brett Quigley,92,45.6,57,125,67,2009
143,146,Casey Wittenberg,71,45.45,45,99,45,2009
144,142,D.A. Points,99,45.22,71,157,52,2009
T145,T143,Pat Perez,74,45.16,56,124,47,2009
T145,T143,Scott Sterling,51,45.16,28,62,25,2009
147,145,Steve Marino,98,45.06,73,162,55,2009
148,149,Vijay Singh,71,44.92,53,118,40,2009
149,148,Ted Purdy,101,44.76,64,143,57,2009
150,156,Peter Lonard,86,44.63,54,121,54,2009
151,161,Steve Lowery,83,44.44,76,171,71,2009
152,141,Johnson Wagner,81,43.94,58,132,47,2009
153,157,Paul Goydos,79,43.8,60,137,74,2009
154,155,Tag Ridings,50,43.75,28,64,22,2009
155,169,Brendon Todd,53,43.42,33,76,39,2009
156,159,Heath Slocum,95,43.17,60,139,61,2009
157,158,J.B. Holmes,74,42.86,60,140,73,2009
158,151,Ricky Barnes,67,42.7,38,89,29,2009
T159,160,Billy Mayfair,83,42.54,57,134,64,2009
