RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT SAND SAVES,NUM SAND SAVES,NUM BUNKERS,TOTAL O/U PAR,YEAR
200,199,Bill Glasson,54,34.33,23,67,42,2005
201,200,Patrick Sheehan,114,34.32,58,169,90,2005
202,201,Joey Snyder III,102,32.47,50,154,73,2005
1,1,Dan Forsman,79,62.32,86,138,31,2004
2,3,José Coceres,68,61.72,79,128,23,2004
3,4,Dennis Paulson,71,61.11,77,126,28,2004
4,5,Geoff Ogilvy,91,61.03,83,136,26,2004
5,6,Len Mattiace,75,60.16,74,123,41,2004
6,7,David Frost,78,60.14,86,143,42,2004
7,9,Loren Roberts,81,59.35,73,123,37,2004
8,10,Hank Kuehne,91,59.31,86,145,32,2004
9,2,Adam Scott,55,59.3,51,86,25,2004
10,11,Rod Pampling,98,58.88,116,197,52,2004
11,12,Nick Price,51,58.65,61,104,36,2004
12,14,Greg Chalmers,70,57.66,64,111,34,2004
13,15,Corey Pavin,83,57.39,66,115,27,2004
14,16,Omar Uresti,85,56.83,79,139,44,2004
T15,17,Rich Beem,81,56.39,75,133,39,2004
T15,T21,Phil Mickelson,83,56.39,75,133,25,2004
17,18,Jay Williamson,100,56.28,103,183,49,2004
18,29,Jay Haas,84,56.12,78,139,39,2004
19,13,Stewart Cink,103,56.07,97,173,39,2004
20,19,Jonathan Byrd,85,55.97,89,159,58,2004
21,20,John Huston,62,55.88,57,102,17,2004
22,T30,David Toms,80,55.65,64,115,32,2004
23,T21,Brenden Pappas,111,55.56,95,171,40,2004
24,23,Tom Pernice Jr.,103,55.41,87,157,27,2004
25,25,Craig Parry,52,55.32,52,94,35,2004
26,26,Stephen Leaney,84,55.3,73,132,40,2004
27,24,John Daly,79,54.81,74,135,28,2004
28,T30,Retief Goosen,56,54.64,53,97,13,2004
29,27,Fred Funk,97,54.6,89,163,49,2004
30,28,Stephen Ames,97,54.55,84,154,54,2004
31,32,Heath Slocum,92,54.26,70,129,49,2004
32,33,Justin Leonard,90,54.01,74,137,36,2004
33,37,Mark Hensby,97,53.98,95,176,45,2004
34,34,Danny Ellis,81,53.97,68,126,38,2004
35,35,Ben Crane,92,53.79,78,145,44,2004
T36,51,Mike Weir,75,53.68,73,136,43,2004
T36,36,Mark O'Meara,58,53.68,51,95,45,2004
38,T41,Tiger Woods,78,53.47,54,101,26,2004
T39,T38,Kevin Sutherland,86,53.33,72,135,41,2004
T39,T38,Matt Gogel,86,53.33,72,135,57,2004
41,40,Tim Clark,84,53.28,65,122,42,2004
42,T41,Craig Bowden,83,53.06,78,147,63,2004
43,43,Craig Barlow,80,52.94,72,136,40,2004
44,44,Brad Faxon,94,52.9,82,155,63,2004
45,45,Carl Pettersson,100,52.87,83,157,38,2004
46,53,Jerry Kelly,113,52.8,85,161,52,2004
47,46,Brett Quigley,102,52.74,77,146,40,2004
48,47,Jason Dufner,79,52.54,62,118,51,2004
49,48,Tom Byrum,83,52.48,74,141,53,2004
50,49,Neal Lancaster,106,52.44,86,164,49,2004
51,50,Dean Wilson,99,52.38,88,168,42,2004
52,52,Mark Calcavecchia,79,52.27,69,132,45,2004
T53,T54,Brian Gay,96,52.17,84,161,57,2004
T53,T54,Daniel Chopra,108,52.17,96,184,50,2004
T53,T54,Luke Donald,72,52.17,60,115,25,2004
56,57,Brian Kortan,65,52.13,49,94,24,2004
57,58,Jesper Parnevik,86,51.92,81,156,32,2004
58,59,Bob Burns,88,51.88,69,133,49,2004
59,60,Davis Love III,85,51.85,70,135,28,2004
60,61,Esteban Toledo,92,51.76,88,170,66,2004
61,62,Harrison Frazar,86,51.69,61,118,29,2004
62,63,Paul Azinger,75,51.66,78,151,59,2004
63,64,Chris Riley,78,51.63,79,153,38,2004
64,65,Lee Janzen,84,51.54,67,130,34,2004
65,80,Stuart Appleby,84,51.41,73,142,45,2004
66,66,Ryan Palmer,103,51.31,98,191,68,2004
67,67,Jay Delsing,76,51.3,59,115,41,2004
T68,T68,Scott Simpson,55,51.22,42,82,31,2004
T68,T68,José María Olazábal,56,51.22,42,82,34,2004
70,70,Pat Perez,102,51.1,93,182,56,2004
71,71,Arron Oberholser,77,50.93,55,108,36,2004
72,73,Aaron Baddeley,87,50.87,88,173,48,2004
73,72,Vijay Singh,112,50.86,89,175,29,2004
74,74,Richard Johnson,102,50.82,93,183,59,2004
75,75,Alex Cejka,76,50.7,72,142,44,2004
76,77,John Senden,99,50.62,82,162,36,2004
77,93,Chris DiMarco,105,50.6,84,166,54,2004
78,78,Billy Andrade,104,50.54,93,184,52,2004
79,79,Craig Perks,75,50.45,56,111,44,2004
T80,T81,John Cook,57,50,39,78,33,2004
T80,T81,Scott Hoch,52,50,43,86,26,2004
T80,T81,David Peoples,82,50,57,114,32,2004
83,85,Robert Damron,92,49.7,82,165,58,2004
84,86,Kevin Na,100,49.69,81,163,43,2004
85,87,Billy Mayfair,109,49.68,77,155,47,2004
86,88,Scott McCarron,88,49.66,72,145,50,2004
87,89,D.J. Brigman,79,49.61,63,127,35,2004
88,90,Jeff Maggert,60,49.54,54,109,32,2004
89,91,Justin Rose,77,49.43,43,87,25,2004
90,92,Tag Ridings,53,49.38,40,81,20,2004
91,76,Shigeki Maruyama,93,49.37,78,158,63,2004
92,94,Brent Geiberger,94,49.32,72,146,51,2004
93,95,Roger Tambellini,81,49.26,67,136,41,2004
94,96,Kirk Triplett,88,49.25,66,134,47,2004
95,97,David Morland IV,73,49.24,65,132,53,2004
96,99,Tim Petrovic,111,49.19,91,185,53,2004
97,100,J.L. Lewis,106,49.07,79,161,50,2004
98,T81,Steve Flesch,109,48.99,97,198,80,2004
99,101,Steve Elkington,64,48.96,47,96,36,2004
100,102,Scott Hend,81,48.95,70,143,51,2004
101,103,Michael Allen,87,48.94,69,141,41,2004
102,104,Charles Howell III,104,48.9,89,182,48,2004
T103,105,Steve Allan,102,48.85,85,174,58,2004
T103,98,Rory Sabbatini,89,48.85,64,131,35,2004
105,106,Steve Stricker,81,48.84,63,129,60,2004
106,107,Brian Bateman,84,48.53,66,136,46,2004
107,108,Steve Pate,71,48.46,63,130,33,2004
108,109,Lucas Glover,95,48.41,76,157,42,2004
109,110,Skip Kendall,99,48.28,84,174,67,2004
110,111,Robert Gamez,103,48.26,83,172,80,2004
T111,113,Sergio Garcia,65,48.15,52,108,28,2004
T111,112,Mark Wilson,62,48.15,39,81,25,2004
113,114,Ken Duke,89,47.95,70,146,60,2004
114,125,Ernie Els,62,47.87,45,94,38,2004
115,115,Olin Browne,92,47.79,54,113,57,2004
116,116,Tim Herron,84,47.76,64,134,42,2004
117,117,David Gossett,57,47.75,53,111,45,2004
T118,T118,Joe Ogilvie,104,47.73,84,176,74,2004
T118,T118,Bernhard Langer,59,47.73,42,88,37,2004
120,120,Andre Stolz,53,47.71,52,109,52,2004
121,121,Glen Day,101,47.51,86,181,58,2004
122,123,Cameron Beckman,99,47.29,61,129,36,2004
123,124,Shaun Micheel,93,47.2,59,125,50,2004
124,126,Peter Lonard,68,47.11,57,121,44,2004
125,130,Carlos Franco,99,47.1,65,138,36,2004
T126,122,Scott Verplank,92,47.06,64,136,60,2004
T126,127,Fred Couples,54,47.06,40,85,21,2004
128,128,Kevin Muncrief,50,46.99,39,83,44,2004
129,129,Bob Tway,90,46.94,69,147,64,2004
130,131,Woody Austin,94,46.85,67,143,49,2004
131,132,Todd Fischer,104,46.75,79,169,64,2004
132,134,Matt Kuchar,83,46.61,55,118,44,2004
133,135,Ted Purdy,114,46.58,75,161,51,2004
134,136,Kent Jones,99,46.53,67,144,55,2004
135,137,Robert Allenby,93,46.51,60,129,41,2004
136,138,Jeff Brehaut,106,46.36,70,151,55,2004
137,164,Darren Clarke,54,46.24,43,93,45,2004
138,139,J.P. Hayes,79,46.22,55,119,50,2004
T139,133,Chad Campbell,100,46.1,71,154,44,2004
T139,140,John Rollins,90,46.1,65,141,52,2004
141,141,Jeff Sluman,98,45.95,68,148,49,2004
T142,150,Kenny Perry,79,45.83,55,120,37,2004
T142,163,K.J. Choi,83,45.83,66,144,48,2004
T142,142,Hunter Mahan,94,45.83,77,168,62,2004
145,143,Spike McRoy,93,45.78,76,166,66,2004
146,144,Russ Cochran,61,45.74,43,94,38,2004
147,145,Cliff Kresge,89,45.66,79,173,64,2004
148,146,Danny Briggs,85,45.63,47,103,48,2004
149,147,Dudley Hart,60,45.61,52,114,39,2004
150,152,Zach Johnson,109,45.25,81,179,70,2004
151,148,Rocco Mediate,53,45,36,80,22,2004
152,149,Pat Bates,99,44.97,67,149,65,2004
153,151,Bob Estes,73,44.76,47,105,43,2004
154,153,Todd Hamilton,92,44.58,74,166,71,2004
155,154,Notah Begay III,71,44.21,42,95,40,2004
156,155,Deane Pappas,72,44.14,49,111,37,2004
157,156,Tom Lehman,70,44.05,37,84,24,2004
158,157,Mathias Grönberg,91,43.95,69,157,51,2004
T159,T158,Hirofumi Miyase,65,43.9,54,123,48,2004
T159,T158,Freddie Jacobson,83,43.9,54,123,45,2004
161,160,Grant Waite,79,43.8,53,121,55,2004
162,161,Steve Lowery,91,43.79,67,153,69,2004
163,162,Tripp Isenhour,55,43.75,35,80,37,2004
164,165,Tommy Armour III,87,43.62,65,149,63,2004
T165,T166,Mark Brooks,72,43.55,54,124,67,2004
T165,T166,Tommy Tolles,67,43.55,54,124,52,2004
167,168,Arjun Atwal,85,43.51,67,154,59,2004
168,169,David Branshaw,84,43.22,51,118,44,2004
169,170,Bo Van Pelt,107,43.13,69,160,61,2004
170,171,Patrick Sheehan,113,43.02,77,179,81,2004
171,172,Tom Carter,113,42.7,79,185,74,2004
172,173,Gene Sauers,83,42.67,64,150,70,2004
173,174,Guy Boros,64,42.48,48,113,55,2004
174,175,Blaine McCallister,68,42.34,47,111,54,2004
175,176,Roland Thatcher,66,42.27,41,97,31,2004
176,177,Jonathan Kaye,79,42.19,54,128,46,2004
177,178,Ben Curtis,56,42.17,35,83,40,2004
178,179,Briny Baird,100,42.11,64,152,54,2004
179,180,Jason Bohn,98,41.96,60,143,48,2004
180,181,Kris Cox,73,41.91,57,136,56,2004
181,182,Vaughn Taylor,84,41.86,54,129,60,2004
182,183,J.J. Henry,103,41.73,58,139,46,2004
183,184,Joe Durant,85,41.67,45,108,41,2004
184,185,Hidemichi Tanaka,89,41.61,57,137,61,2004
185,186,Dicky Pride,66,41.51,44,106,53,2004
186,187,Dan Olsen,75,41.44,46,111,60,2004
187,188,Duffy Waldorf,79,41.35,43,104,39,2004
188,189,Frank Lickliter II,89,40.77,53,130,70,2004
189,190,Niclas Fasth,61,40.74,44,108,46,2004
190,191,Bart Bryant,73,40.38,42,104,39,2004
191,192,John Riegger,53,39.58,38,96,35,2004
192,193,Rich Barcelo,67,35.29,36,102,45,2004
193,194,Joey Sindelar,100,35.11,46,131,61,2004
194,195,Chris Couch,55,34.21,39,114,77,2004
195,196,Chris Smith,105,33.16,64,193,98,2004
196,197,Mike Heinen,53,31.82,28,88,47,2004
1,1,Stuart Appleby,90,62.12,82,132,27,2003
2,2,Arron Oberholser,80,60.16,74,123,26,2003
3,3,Kevin Sutherland,97,60.14,86,143,28,2003
4,4,Jay Williamson,93,60,93,155,39,2003
5,T5,Jay Haas,89,59.54,78,131,27,2003
6,T5,Justin Leonard,80,59.06,75,127,24,2003
7,8,Geoff Ogilvy,86,58.82,80,136,41,2003
8,9,Vijay Singh,106,58.58,99,169,17,2003
9,10,Gavin Coles,69,58.26,67,115,44,2003
10,11,Scott Verplank,97,58.17,89,153,46,2003
11,12,Jeff Sluman,106,57.89,77,133,29,2003
12,7,Tiger Woods,74,57.73,56,97,8,2003
13,13,Doug Barron,90,57.64,83,144,42,2003
14,15,Paul Stankowski,67,57.29,55,96,14,2003
15,18,Robert Allenby,87,57.27,63,110,29,2003
16,16,John Huston,76,56.93,78,137,42,2003
17,17,Deane Pappas,75,56.76,63,111,32,2003
18,19,John Maginnes,87,56.64,81,143,56,2003
19,20,Carl Pettersson,80,56.45,70,124,30,2003
T20,T21,Steven Alker,87,56.43,79,140,54,2003
T20,T21,Rod Pampling,87,56.43,79,140,28,2003
22,14,Kirk Triplett,92,56.05,88,157,45,2003
23,25,Dudley Hart,66,56.03,65,116,39,2003
24,23,Tim Herron,102,55.7,83,149,45,2003
25,26,Kenny Perry,98,55.56,75,135,22,2003
26,27,Dan Forsman,98,55.26,63,114,34,2003
27,28,Greg Chalmers,98,55.1,108,196,70,2003
28,29,Anthony Painter,87,55.09,92,167,46,2003
29,24,Nick Price,65,55.05,60,109,39,2003
30,30,Stewart Cink,104,55,88,160,61,2003
31,31,Lee Janzen,83,54.92,67,122,33,2003
32,32,David Frost,80,54.89,73,133,43,2003
33,40,Chris DiMarco,98,54.73,81,148,48,2003
34,33,Phil Mickelson,87,54.68,76,139,40,2003
35,34,John Daly,56,54.64,53,97,28,2003
36,35,Mark Calcavecchia,84,54.62,71,130,33,2003
37,36,Matt Gogel,77,54.55,72,132,42,2003
38,37,Hidemichi Tanaka,112,54.49,85,156,41,2003
39,38,Jim Carter,95,54.11,79,146,48,2003
40,41,Steve Flesch,110,53.99,88,163,46,2003
41,T51,Jerry Kelly,108,53.9,83,154,46,2003
42,42,John Senden,111,53.67,95,177,31,2003
43,39,David Toms,90,53.49,69,129,26,2003
44,43,Matt Kuchar,63,53.47,54,101,27,2003
45,44,Tim Petrovic,108,53.46,85,159,55,2003
T46,T45,Brett Quigley,92,53.33,72,135,35,2003
T46,T45,Aaron Baddeley,71,53.33,64,120,39,2003
48,47,Robert Damron,96,53.22,91,171,52,2003
49,48,Donnie Hammond,92,53.15,76,143,34,2003
50,49,John Morgan,81,53.1,77,145,47,2003
51,50,David Peoples,96,53.08,69,130,32,2003
52,T51,Rory Sabbatini,95,53.06,78,147,36,2003
53,53,Brad Faxon,97,52.87,83,157,44,2003
54,54,Skip Kendall,110,52.76,86,163,53,2003
55,59,Davis Love III,85,52.73,58,110,30,2003
56,55,Brent Geiberger,51,52.69,49,93,44,2003
57,56,Alex Cejka,98,52.55,72,137,31,2003
58,57,Neal Lancaster,110,52.45,75,143,29,2003
59,58,Dean Wilson,82,52.35,78,149,43,2003
60,60,Kenichi Kuboya,91,52.27,69,132,43,2003
61,61,Bob Burns,88,52.21,71,136,50,2003
T62,T62,Len Mattiace,94,52.17,84,161,62,2003
T62,T62,Paul Gow,62,52.17,48,92,16,2003
T62,T62,Shigeki Maruyama,87,52.17,72,138,56,2003
65,65,Paul Goydos,86,52.14,73,140,53,2003
66,66,Loren Roberts,87,52.07,63,121,51,2003
67,67,Luke Donald,88,52,78,150,49,2003
68,76,Mike Weir,80,51.96,53,102,27,2003
69,68,Mike Sposa,72,51.92,54,104,31,2003
70,69,Bob Estes,92,51.82,57,110,39,2003
71,70,Todd Barranger,78,51.77,73,141,62,2003
72,71,Jason Gore,83,51.7,76,147,58,2003
73,72,Billy Andrade,100,51.68,77,149,41,2003
74,73,Mark Wilson,82,51.67,62,120,40,2003
75,74,Gene Sauers,87,51.55,83,161,63,2003
76,75,Andrew Magee,91,51.54,67,130,38,2003
77,77,Peter Lonard,96,51.45,71,138,36,2003
78,106,Fred Funk,112,51.18,87,170,54,2003
79,79,Tom Pernice Jr.,105,51.09,70,137,33,2003
80,80,Chris Anderson,96,50.99,77,151,51,2003
81,81,Per-Ulrik Johansson,96,50.98,78,153,41,2003
T82,T89,K.J. Choi,112,50.87,88,173,55,2003
T82,82,Todd Fischer,97,50.87,88,173,71,2003
84,83,Tim Clark,79,50.79,64,126,47,2003
85,84,John Rollins,89,50.7,72,142,53,2003
86,85,Garrett Willis,97,50.69,73,144,42,2003
87,86,Darron Stiles,93,50.66,77,152,49,2003
88,87,Craig Barlow,95,50.64,79,156,47,2003
89,88,Notah Begay III,92,50.62,82,162,65,2003
90,T89,Brian Gay,100,50.6,84,166,71,2003
91,91,Tom Gillis,71,50.55,46,91,33,2003
92,78,Ernie Els,65,50.54,47,93,27,2003
93,92,Ian Leggatt,71,50.5,51,101,19,2003
94,93,Cameron Beckman,86,50.39,64,127,30,2003
95,T95,Chris Riley,96,50.38,67,133,34,2003
96,94,Andy Miller,75,50.34,73,145,65,2003
T97,T95,Ben Crane,94,50,72,144,52,2003
T97,T95,Peter Jacobsen,75,50,55,110,35,2003
T97,T95,Brenden Pappas,105,50,72,144,39,2003
T97,T95,Steve Stricker,59,50,40,80,26,2003
T97,T95,Robert Gamez,114,50,89,178,70,2003
T97,T95,Tom Byrum,97,50,72,144,61,2003
T97,T95,Paul Azinger,73,50,65,130,37,2003
T97,T95,Jay Don Blake,77,50,52,104,41,2003
105,105,Jonathan Byrd,101,49.72,90,181,59,2003
106,108,J.P. Hayes,79,49.61,63,127,52,2003
107,109,Fred Couples,71,49.53,53,107,34,2003
108,110,Sergio Garcia,62,49.51,51,103,33,2003
109,111,Brian Henninger,56,49.48,48,97,30,2003
110,T95,Charles Howell III,120,49.4,82,166,50,2003
111,125,J.L. Lewis,99,49.34,75,152,53,2003
112,112,Craig Perks,82,49.21,62,126,47,2003
113,113,Duffy Waldorf,90,49.18,60,122,40,2003
114,114,Glen Hnatiuk,92,49.12,56,114,48,2003
115,115,Bernhard Langer,65,48.89,44,90,39,2003
116,118,Darren Clarke,61,48.86,43,88,25,2003
117,116,Billy Mayfair,105,48.8,81,166,48,2003
118,117,Jason Caron,74,48.76,59,121,45,2003
119,119,Carlos Franco,99,48.67,73,150,34,2003
T120,T120,Scott McCarron,86,48.65,72,148,44,2003
T120,T120,Stephen Ames,91,48.65,72,148,54,2003
122,107,Briny Baird,113,48.57,68,140,43,2003
123,123,Ben Curtis,69,48.46,63,130,58,2003
124,124,Mark Brooks,90,48.37,74,153,71,2003
125,122,Jim Furyk,104,48.3,71,147,49,2003
126,126,Mathew Goggin,90,48.18,66,137,49,2003
127,127,Corey Pavin,88,48.12,64,133,47,2003
128,128,Pat Bates,111,48.03,73,152,60,2003
129,129,Jason Buha,61,47.92,46,96,43,2003
130,131,José Coceres,62,47.79,54,113,44,2003
131,132,Cliff Kresge,102,47.77,75,157,49,2003
132,133,Rich Beem,80,47.26,69,146,56,2003
133,134,Steve Lowery,86,47.2,59,125,51,2003
134,135,Richard Johnson,89,47.06,64,136,53,2003
135,136,Olin Browne,113,46.95,77,164,64,2003
T136,T137,Scott Laycock,71,46.9,53,113,37,2003
T136,T137,Pat Perez,95,46.9,68,145,48,2003
138,139,Jeff Brehaut,110,46.85,67,143,45,2003
139,141,"Dave Stockton, Jr.",79,46.34,57,123,53,2003
140,142,Dicky Pride,73,46.08,47,102,46,2003
141,143,Brad Elder,51,45.9,28,61,26,2003
142,144,David Gossett,92,45.61,52,114,25,2003
143,145,Hank Kuehne,73,45.6,57,125,31,2003
144,146,Heath Slocum,101,45.57,72,158,68,2003
145,147,Carl Paulson,101,45.56,77,169,47,2003
T146,T148,Akio Sadakata,83,45.54,51,112,49,2003
T146,T148,Tom Lehman,87,45.54,51,112,31,2003
148,150,Rocco Mediate,80,45.38,54,119,45,2003
149,151,Patrick Sheehan,101,44.67,67,150,50,2003
150,152,John Riegger,55,44.59,33,74,24,2003
151,153,Esteban Toledo,109,44.57,78,175,60,2003
152,154,Marco Dawson,86,44.53,57,128,39,2003
153,155,Shaun Micheel,97,44.27,58,131,56,2003
154,156,Mike Grob,83,44.17,53,120,51,2003
155,157,Jesper Parnevik,102,43.75,70,160,53,2003
156,158,Adam Scott,52,43.48,30,69,36,2003
157,159,Thomas Levet,85,43.38,59,136,47,2003
158,160,Tommy Armour III,66,43.3,42,97,52,2003
159,161,Ty Tryon,52,43.01,40,93,34,2003
160,165,Bob Tway,89,42.97,55,128,56,2003
161,163,Aaron Barber,94,42.67,64,150,71,2003
162,164,Kaname Yokoo,56,42.39,39,92,49,2003
163,166,Brent Schwarzrock,60,41.86,36,86,44,2003
164,167,Jeff Maggert,81,41.82,46,110,47,2003
165,168,Spike McRoy,103,41.78,61,146,58,2003
166,169,J.J. Henry,100,41.67,50,120,51,2003
167,170,Cameron Yancey,58,41.44,46,111,58,2003
168,171,Jeff Klein,60,40.91,45,110,60,2003
169,173,Joey Sindelar,93,40.5,49,121,50,2003
170,181,Chad Campbell,105,40.29,56,139,56,2003
171,174,Joel Edwards,60,40.24,33,82,43,2003
172,175,Kent Jones,74,40.2,41,102,52,2003
T173,T176,Glen Day,103,40,58,145,55,2003
T173,T176,David Sutherland,77,40,46,115,44,2003
175,184,Retief Goosen,69,39.78,37,93,29,2003
176,178,Steve Allan,53,39.77,35,88,44,2003
177,172,Jonathan Kaye,91,39.69,52,131,50,2003
178,179,Woody Austin,107,39.66,71,179,75,2003
179,180,Brandt Jobe,77,39.62,42,106,29,2003
180,182,Vance Veazey,66,39.36,37,94,46,2003
181,183,Harrison Frazar,88,38.74,43,111,49,2003
182,185,Mark O'Meara,69,38.39,43,112,60,2003
183,186,Brian Bateman,70,38.24,39,102,53,2003
184,187,Frank Lickliter II,94,38.05,43,113,60,2003
185,188,Mike Heinen,89,37.4,49,131,54,2003
186,189,Hal Sutton,81,36.45,39,107,59,2003
187,190,Michael Clark II,54,33.85,22,65,34,2003
188,191,Chris Smith,92,33.13,53,160,89,2003
189,192,Kenneth Staton,59,32.05,25,78,36,2003
190,193,Joe Durant,96,30.25,36,119,56,2003
1,1,José María Olazábal,71,64.89,61,94,13,2002
2,2,Brett Quigley,93,63.13,101,160,29,2002
3,3,Bryce Molder,65,61.26,68,111,36,2002
4,4,Brian Watts,58,60.75,65,107,23,2002
5,8,Davis Love III,92,60.45,81,134,16,2002
6,5,Miguel Angel Jiménez,60,59.81,64,107,20,2002
7,15,Len Mattiace,106,59.24,93,157,37,2002
8,7,Pat Perez,89,59.15,97,164,49,2002
T9,12,Shigeki Maruyama,87,59.06,88,149,47,2002
T9,6,Scott McCarron,106,59.06,101,171,49,2002
11,10,Brian Gay,117,58.64,112,191,51,2002
12,11,Joel Edwards,101,58.62,85,145,26,2002
13,13,Tripp Isenhour,68,58.25,60,103,30,2002
14,16,Paul Azinger,69,57.97,80,138,32,2002
15,9,Tiger Woods,69,57.95,51,88,9,2002
16,17,Brad Faxon,93,57.76,93,161,48,2002
17,T18,Rory Sabbatini,69,57.45,54,94,19,2002
18,20,Cameron Beckman,87,57.36,74,129,32,2002
19,21,Richard Zokol,53,57.29,55,96,36,2002
20,T18,Ernie Els,68,57.28,59,103,26,2002
21,22,José Coceres,51,56.9,66,116,40,2002
22,25,Jeff Sluman,118,56.8,96,169,36,2002
23,23,John Riegger,88,56.64,64,113,29,2002
24,24,Dudley Hart,88,56.49,87,154,39,2002
25,29,Retief Goosen,56,56.47,48,85,18,2002
T26,14,Nick Price,69,56.35,71,126,31,2002
T26,26,Jay Haas,83,56.35,71,126,36,2002
28,28,David Peoples,105,56.21,86,153,42,2002
29,27,K.J. Choi,93,56.02,93,166,46,2002
30,30,Steve Flesch,110,55.96,108,193,43,2002
31,31,Steve Elkington,82,55.8,77,138,37,2002
T32,T32,Mark Calcavecchia,84,55.56,65,117,36,2002
T32,T32,Greg Chalmers,94,55.56,85,153,39,2002
34,34,Matt Gogel,79,55.22,74,134,53,2002
35,35,Craig Perks,91,55.19,85,154,44,2002
36,36,Woody Austin,102,55.14,102,185,59,2002
37,37,Geoff Ogilvy,90,55.06,98,178,48,2002
38,38,Craig Parry,69,54.93,78,142,38,2002
39,39,Billy Andrade,100,54.88,90,164,40,2002
40,47,Fred Funk,106,54.82,91,166,40,2002
41,40,John Huston,99,54.78,86,157,39,2002
T42,T41,Bernhard Langer,55,54.76,46,84,25,2002
T42,T41,Kirk Triplett,84,54.76,69,126,32,2002
44,43,Skip Kendall,103,54.72,116,212,67,2002
45,60,Phil Mickelson,97,54.65,94,172,38,2002
46,44,Rod Pampling,98,54.64,106,194,45,2002
47,45,J.P. Hayes,78,54.62,65,119,44,2002
48,46,Matt Kuchar,82,54.55,84,154,49,2002
49,48,Tom Byrum,77,54.46,55,101,28,2002
T50,50,Justin Leonard,97,54.41,74,136,47,2002
T50,49,Kevin Sutherland,96,54.41,74,136,31,2002
52,51,David Frost,90,54.39,93,171,69,2002
53,52,Donnie Hammond,60,54.35,50,92,28,2002
54,53,Dan Forsman,83,54.31,63,116,30,2002
55,54,Tim Clark,76,54.26,51,94,35,2002
56,55,Jesper Parnevik,85,54.25,83,153,41,2002
57,56,Scott Simpson,61,54.21,58,107,31,2002
58,57,Dennis Paulson,89,54.2,71,131,29,2002
59,59,Chris DiMarco,111,54.17,78,144,33,2002
60,85,Robert Allenby,96,53.91,69,128,31,2002
61,61,Bob Burns,99,53.9,76,141,55,2002
62,62,Billy Mayfair,99,53.85,77,143,46,2002
63,63,Mike Weir,94,53.8,85,158,44,2002
64,58,Chris Riley,104,53.5,84,157,38,2002
65,64,Tim Herron,102,53.48,100,187,47,2002
66,65,David Duval,78,53.39,63,118,36,2002
67,66,Tom Pernice Jr.,101,53.33,88,165,60,2002
68,67,Esteban Toledo,106,53.3,97,182,65,2002
T69,T69,Scott Hoch,71,53.13,51,96,28,2002
T69,T69,Jonathan Byrd,96,53.13,85,160,41,2002
71,82,David Toms,106,53.1,77,145,28,2002
72,68,Sergio Garcia,79,52.94,72,136,40,2002
73,71,Jerry Kelly,99,52.91,91,172,37,2002
74,104,Vijay Singh,102,52.5,84,160,34,2002
75,72,Mike Sposa,111,52.38,99,189,52,2002
76,73,Peter Lonard,93,52.29,80,153,36,2002
77,74,Neal Lancaster,101,52.15,85,163,55,2002
78,75,Gary Nicklaus,66,52.1,62,119,44,2002
79,93,Jim Furyk,88,51.89,55,106,28,2002
80,76,Craig Stadler,72,51.75,74,143,40,2002
T81,T77,Grant Waite,98,51.59,81,157,42,2002
T81,T77,Stewart Cink,92,51.59,65,126,49,2002
83,79,John Cook,85,51.54,67,130,49,2002
T84,T80,Pete Jordan,78,51.52,68,132,58,2002
T84,T80,Bob Heintz,68,51.52,68,132,51,2002
86,T83,Bob May,91,51.43,72,140,39,2002
87,87,Kenny Perry,98,51.39,74,144,29,2002
88,86,Olin Browne,107,51.12,91,178,73,2002
89,88,Brian Henninger,66,51.06,48,94,20,2002
90,T83,Bob Estes,93,50.88,58,114,41,2002
T91,T89,Scott Verplank,93,50.77,66,130,51,2002
T91,T89,Franklin Langham,72,50.77,66,130,49,2002
93,91,Jim Carter,98,50.68,75,148,55,2002
94,92,Hidemichi Tanaka,104,50.65,78,154,45,2002
95,94,Michael Muehr,73,50.47,54,107,45,2002
96,95,Mark O'Meara,68,50.45,56,111,42,2002
97,96,Paul Goydos,66,50.43,58,115,52,2002
98,97,Tommy Armour III,82,50.42,60,119,27,2002
99,98,Kenneth Staton,104,50.34,75,149,39,2002
100,99,Jay Williamson,91,50.32,78,155,56,2002
101,100,Paul Gow,99,50.3,84,167,48,2002
102,101,Fred Couples,64,50,51,102,29,2002
103,102,Tom Scherrer,98,49.7,82,165,57,2002
104,103,Heath Slocum,96,49.68,77,155,75,2002
105,105,Kaname Yokoo,74,49.63,67,135,56,2002
106,106,Tim Petrovic,92,49.62,65,131,46,2002
107,107,Edward Fryatt,94,49.45,90,182,59,2002
108,108,Chad Campbell,111,49.4,82,166,54,2002
109,109,David Gossett,95,49.35,76,154,55,2002
110,110,Michael Allen,76,49.24,65,132,45,2002
111,111,Stephen Ames,89,49.22,63,128,48,2002
T112,117,Steve Lowery,98,49.07,79,161,53,2002
T112,112,Steve Allan,93,49.07,79,161,50,2002
114,113,Brenden Pappas,62,49.02,50,102,42,2002
115,114,Pat Bates,94,48.95,70,143,46,2002
116,115,Brandel Chamblee,85,48.92,68,139,47,2002
117,116,Per-Ulrik Johansson,87,48.91,67,137,47,2002
T118,T118,Greg Kraft,86,48.57,68,140,74,2002
T118,T118,Robert Gamez,69,48.57,51,105,44,2002
