RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,YEAR
T138,136,Mike Weir,75,282.1,"41,186",146,2004
T138,T140,Ben Curtis,56,282.1,"29,338",104,2004
T138,T140,Mark Wilson,62,282.1,"34,983",124,2004
T14,T14,Dennis Paulson,71,300.1,"42,613",142,2004
T14,T14,Davis Love III,85,300.1,"45,012",150,2004
T142,T143,Olin Browne,92,281.9,"49,614",176,2004
T142,T143,Dan Forsman,79,281.9,"43,417",154,2004
T146,T147,Skip Kendall,99,281.3,"55,692",198,2004
T146,T147,David Peoples,82,281.3,"45,001",160,2004
T157,T160,Todd Fischer,104,280.1,"57,134",204,2004
T157,154,Shigeki Maruyama,93,280.1,"51,534",184,2004
T157,T160,Heath Slocum,92,280.1,"50,420",180,2004
T157,T160,Kevin Na,100,280.1,"53,784",192,2004
T163,T164,Hirofumi Miyase,65,279.7,"34,962",125,2004
T163,T164,Brian Gay,96,279.7,"52,589",188,2004
T170,T173,Bob Tway,90,278.2,"47,291",170,2004
T170,T173,Bob Estes,73,278.2,"39,230",141,2004
T173,175,Len Mattiace,75,278,"41,694",150,2004
T173,171,Scott Verplank,92,278,"50,314",181,2004
T176,177,Chris DiMarco,105,277.3,"54,076",195,2004
T176,178,Chris Riley,78,277.3,"41,042",148,2004
T188,T189,Nick Price,51,272.8,"27,280",100,2004
T188,T189,David Morland IV,73,272.8,"39,831",146,2004
T26,T25,Kenny Perry,79,295.9,"44,979",152,2004
T26,28,Daniel Chopra,108,295.9,"62,721",212,2004
T30,T25,Adam Scott,55,295.4,"30,723",104,2004
T30,30,Phil Mickelson,83,295.4,"46,670",158,2004
T43,T43,Roland Thatcher,66,293.1,"38,683",132,2004
T43,T43,Rich Barcelo,67,293.1,"38,105",130,2004
T48,T49,Rory Sabbatini,89,292.2,"50,252",172,2004
T48,48,Brian Bateman,84,292.2,"46,744",160,2004
T50,T49,Mathias Grönberg,91,292.1,"50,833",174,2004
T50,T49,Rod Pampling,98,292.1,"54,918",188,2004
T54,T54,Peter Lonard,68,291.4,"38,461",132,2004
T54,T54,Pat Perez,102,291.4,"58,278",200,2004
T56,T56,Mark Calcavecchia,79,291.3,"45,441",156,2004
T56,T56,Brent Geiberger,94,291.3,"53,021",182,2004
T56,T56,Woody Austin,94,291.3,"54,755",188,2004
T62,T63,Jonathan Kaye,79,290.9,"44,212",152,2004
T62,T63,Jeff Brehaut,106,290.9,"60,509",208,2004
T65,T66,Jason Dufner,79,290.7,"45,931",158,2004
T65,T66,Kevin Muncrief,50,290.7,"29,065",100,2004
T65,T66,D.J. Brigman,79,290.7,"44,188",152,2004
T65,T66,Justin Rose,77,290.7,"41,866",144,2004
T70,T66,Stewart Cink,103,290.5,"56,361",194,2004
T70,71,Tommy Armour III,87,290.5,"50,540",174,2004
T73,T73,Arjun Atwal,85,289.4,"48,033",166,2004
T73,T73,Briny Baird,100,289.4,"56,153",194,2004
T73,T73,Craig Perks,75,289.4,"41,677",144,2004
T79,T79,Jay Delsing,76,288.8,"42,170",146,2004
T79,T79,Steve Lowery,91,288.8,"51,411",178,2004
T79,T79,Joe Ogilvie,104,288.8,"58,908",204,2004
T83,T84,J.L. Lewis,106,288.3,"61,122",212,2004
T83,T84,Grant Waite,79,288.3,"44,394",154,2004
T85,T86,Robert Gamez,103,288.1,"59,348",206,2004
T85,T86,Jay Williamson,100,288.1,"56,176",195,2004
T87,T82,Chad Campbell,100,288,"53,573",186,2004
T87,T88,Aaron Baddeley,87,288,"48,967",170,2004
T89,T90,Freddie Jacobson,83,287.9,"46,060",160,2004
T89,T90,Jesper Parnevik,86,287.9,"49,520",172,2004
T89,T88,Stephen Ames,97,287.9,"54,694",190,2004
T94,T94,Frank Lickliter II,89,287.3,"49,423",172,2004
T94,T94,Greg Chalmers,70,287.3,"40,227",140,2004
T94,T94,Matt Kuchar,83,287.3,"47,699",166,2004
T97,T97,Joe Durant,85,287.2,"48,829",170,2004
T97,T97,Tim Petrovic,111,287.2,"61,455",214,2004
T97,T97,Tom Lehman,70,287.2,"37,906",132,2004
1,1,Hank Kuehne,73,321.4,"44,994",140,2003
2,2,John Daly,56,314.3,"34,576",110,2003
3,4,Phil Mickelson,87,306,"48,049",157,2003
4,5,Darren Clarke,61,304.9,"32,928",108,2003
5,6,Ernie Els,65,303.3,"36,398",120,2003
6,7,Vijay Singh,106,301.9,"60,982",202,2003
7,8,Sergio Garcia,62,300.9,"34,306",114,2003
8,9,Mike Heinen,89,300.8,"52,340",174,2003
9,T10,Brenden Pappas,105,300.3,"61,266",204,2003
10,12,Mathew Goggin,90,299.8,"50,965",170,2003
13,T13,Retief Goosen,69,299.4,"38,320",128,2003
14,15,Andrew Magee,91,299.3,"52,684",176,2003
17,18,Todd Barranger,78,298.8,"44,223",148,2003
18,19,Harrison Frazar,88,298.7,"50,786",170,2003
19,20,Carlos Franco,99,298,"57,811",194,2003
20,T21,Brian Bateman,70,297.2,"38,929",131,2003
21,23,Jason Gore,83,296.7,"48,957",165,2003
24,28,Jonathan Byrd,101,295.3,"59,354",201,2003
27,T26,Kenny Perry,98,295.1,"56,947",193,2003
30,T26,K.J. Choi,112,294.7,"61,302",208,2003
35,T37,Stuart Appleby,90,294.4,"50,054",170,2003
36,T37,Tommy Armour III,66,294.3,"37,078",126,2003
41,43,Rich Beem,80,293.6,"45,210",154,2003
49,51,Marco Dawson,86,292.9,"48,616",166,2003
50,52,Peter Lonard,96,292.8,"52,699",180,2003
51,53,Brandt Jobe,77,292.7,"45,075",154,2003
52,54,Briny Baird,113,292.2,"63,692",218,2003
55,57,Darron Stiles,93,291.6,"51,321",176,2003
58,58,Tim Herron,102,290.9,"57,596",198,2003
62,64,Craig Perks,82,290.7,"45,929",158,2003
63,65,David Sutherland,77,290.4,"41,822",144,2003
64,66,Rod Pampling,87,290.1,"47,577",164,2003
65,67,J.L. Lewis,99,289.7,"55,629",192,2003
66,68,Brett Quigley,92,289.6,"50,383",174,2003
67,T69,Cameron Beckman,86,289.4,"48,036",166,2003
70,73,Tom Pernice Jr.,105,289.1,"58,684",203,2003
71,T74,Shaun Micheel,97,288.9,"54,027",187,2003
78,80,Duffy Waldorf,90,288.4,"49,600",172,2003
79,81,Jeff Brehaut,110,288.3,"61,117",212,2003
80,82,Greg Chalmers,98,288.2,"54,750",190,2003
81,83,Stewart Cink,104,288,"57,608",200,2003
92,94,Thomas Levet,85,286.9,"47,623",166,2003
93,95,Tom Lehman,87,286.8,"46,461",162,2003
94,96,Joe Durant,96,286.7,"55,041",192,2003
95,97,Kent Jones,74,286.6,"39,548",138,2003
99,102,Stephen Ames,91,285.9,"50,886",178,2003
102,104,Hal Sutton,81,285.5,"45,679",160,2003
105,107,Lee Janzen,83,285.2,"45,345",159,2003
106,108,Arron Oberholser,80,285.1,"45,050",158,2003
107,109,John Huston,76,284.8,"42,715",150,2003
108,110,Joey Sindelar,93,284.6,"51,799",182,2003
109,111,Steve Stricker,59,284.5,"31,862",112,2003
112,114,Tim Petrovic,108,284.2,"58,551",206,2003
113,115,Billy Mayfair,105,284,"59,647",210,2003
114,T116,David Peoples,96,283.8,"53,919",190,2003
115,118,John Rollins,89,283.6,"47,643",168,2003
116,T116,Jerry Kelly,108,283.5,"58,405",206,2003
117,119,Paul Azinger,73,283.4,"41,374",146,2003
118,120,Akio Sadakata,83,283.3,"45,335",160,2003
124,126,Dan Forsman,98,282.9,"55,448",196,2003
125,127,José Coceres,62,282.8,"35,062",124,2003
126,128,Kaname Yokoo,56,282.7,"29,970",106,2003
127,129,Mark Wilson,82,282.1,"44,577",158,2003
130,132,Frank Lickliter II,94,281.6,"50,679",180,2003
140,143,Rocco Mediate,80,280.5,"43,197",154,2003
141,144,Jim Carter,95,280.3,"51,583",184,2003
142,145,Skip Kendall,110,280.2,"60,806",217,2003
143,140,Nick Price,65,280.1,"34,730",124,2003
144,146,Chris Anderson,96,279.7,"53,140",190,2003
145,T147,Spike McRoy,103,279.6,"56,484",202,2003
146,149,Michael Clark II,54,279.5,"29,622",106,2003
149,151,Jay Haas,89,279.2,"46,348",166,2003
152,154,Shigeki Maruyama,87,278.9,"47,419",170,2003
153,155,Len Mattiace,94,278.7,"51,839",186,2003
164,166,Pat Bates,111,278,"59,493",214,2003
167,169,Mark O'Meara,69,277.5,"36,625",132,2003
168,170,David Frost,80,277.2,"43,790",158,2003
169,171,Gene Sauers,87,277,"47,095",170,2003
170,172,Esteban Toledo,109,276.7,"58,374",211,2003
171,173,Brad Faxon,97,276.6,"51,997",188,2003
172,174,J.P. Hayes,79,276.5,"43,680",158,2003
173,175,Scott Verplank,97,275.5,"52,887",192,2003
176,179,Robert Damron,96,275.2,"52,562",191,2003
177,T180,Olin Browne,113,274.2,"59,774",218,2003
178,T180,Fred Funk,112,274.1,"59,757",218,2003
179,182,John Maginnes,87,273.7,"47,082",172,2003
180,183,Tim Clark,79,273.3,"42,089",154,2003
181,184,Tom Byrum,97,272.7,"52,363",192,2003
182,185,Bernhard Langer,65,272.3,"34,858",128,2003
183,186,Steven Alker,87,272.2,"45,999",169,2003
184,187,Mark Brooks,90,271.9,"46,765",172,2003
185,188,Glen Hnatiuk,92,271.1,"48,260",178,2003
186,189,Gavin Coles,69,271,"35,228",130,2003
187,190,Paul Goydos,86,270.9,"44,420",164,2003
188,191,Jeff Klein,60,270.1,"30,787",114,2003
189,192,Corey Pavin,88,268.9,"45,707",170,2003
190,193,Loren Roberts,87,265.9,"45,202",170,2003
T100,101,Steve Flesch,110,285.7,"60,568",212,2003
T100,103,John Riegger,55,285.7,"29,138",102,2003
T103,T105,Brian Henninger,56,285.3,"31,381",110,2003
T103,T105,Jay Williamson,93,285.3,"51,919",182,2003
T11,T13,Deane Pappas,75,299.5,"43,431",145,2003
T11,T10,Tiger Woods,74,299.5,"40,735",136,2003
T110,T112,Alex Cejka,98,284.4,"51,189",180,2003
T110,T112,Billy Andrade,100,284.4,"56,317",198,2003
T119,T121,Ben Curtis,69,283.2,"38,517",136,2003
T119,T121,Peter Jacobsen,75,283.2,"42,196",149,2003
T121,T123,Todd Fischer,97,283.1,"53,230",188,2003
T121,T123,"Dave Stockton, Jr.",79,283.1,"43,025",152,2003
T121,T123,Dicky Pride,73,283.1,"40,773",144,2003
T128,131,Carl Pettersson,80,281.8,"43,965",156,2003
T128,130,Kirk Triplett,92,281.8,"50,166",178,2003
T131,133,Jim Furyk,104,281.3,"56,534",201,2003
T131,135,Aaron Barber,94,281.3,"52,325",186,2003
T133,T136,Hidemichi Tanaka,112,281.1,"62,959",224,2003
T133,T136,Joel Edwards,60,281.1,"33,735",120,2003
T135,T138,Kenichi Kuboya,91,281,"49,458",176,2003
T135,T138,Jesper Parnevik,102,281,"55,911",199,2003
T135,134,Chris DiMarco,98,281,"52,268",186,2003
T138,T141,Scott Laycock,71,280.6,"38,157",136,2003
T138,T141,Jeff Sluman,106,280.6,"58,356",208,2003
T147,T147,Chris Riley,96,279.3,"50,278",180,2003
T147,150,Bob Estes,92,279.3,"50,835",182,2003
T15,16,Adam Scott,52,299.2,"27,523",92,2003
T15,17,Davis Love III,85,299.2,"46,671",156,2003
T150,152,Heath Slocum,101,279.1,"54,433",195,2003
T150,153,Justin Leonard,80,279.1,"41,871",150,2003
T154,T156,Jay Don Blake,77,278.4,"41,202",148,2003
T154,T156,Dean Wilson,82,278.4,"45,101",162,2003
T156,T158,Glen Day,103,278.3,"55,657",200,2003
T156,T158,Richard Johnson,89,278.3,"48,985",176,2003
T158,T160,Donnie Hammond,92,278.2,"50,639",182,2003
T158,T160,Jeff Maggert,81,278.2,"45,075",162,2003
T160,T162,Doug Barron,90,278.1,"48,940",176,2003
T160,T162,Matt Gogel,77,278.1,"40,045",144,2003
T160,T162,Brian Gay,100,278.1,"53,949",194,2003
T160,T162,Bob Burns,88,278.1,"46,716",168,2003
T165,T167,Dudley Hart,66,277.9,"36,407",131,2003
T165,T167,Notah Begay III,92,277.9,"49,742",179,2003
T174,T177,Matt Kuchar,63,275.3,"33,317",121,2003
T174,T177,Luke Donald,88,275.3,"48,458",176,2003
T22,25,Ty Tryon,52,295.9,"28,994",98,2003
T22,24,Jonathan Kaye,91,295.9,"52,085",176,2003
T25,T29,Brent Schwarzrock,60,295.2,"33,658",114,2003
T25,T29,Jason Caron,74,295.2,"41,030",139,2003
T28,T29,Robert Allenby,87,294.8,"47,160",160,2003
T28,32,Ian Leggatt,71,294.8,"40,095",136,2003
T31,36,Charles Howell III,120,294.6,"67,748",230,2003
T31,T33,Scott McCarron,86,294.6,"47,433",161,2003
T31,T33,Chad Campbell,105,294.6,"60,091",204,2003
T31,T33,Neal Lancaster,110,294.6,"62,453",212,2003
T37,T39,Kenneth Staton,59,293.9,"32,917",112,2003
T37,T39,Craig Barlow,95,293.9,"54,658",186,2003
T39,T41,Brent Geiberger,51,293.8,"29,972",102,2003
T39,T41,Paul Stankowski,67,293.8,"39,073",133,2003
T42,T44,Carl Paulson,101,293.4,"59,270",202,2003
T42,T44,Fred Couples,71,293.4,"39,021",133,2003
T44,T46,Rory Sabbatini,95,293.3,"54,256",185,2003
T44,T46,Andy Miller,75,293.3,"43,413",148,2003
T46,T48,J.J. Henry,100,293.2,"56,301",192,2003
T46,T48,Patrick Sheehan,101,293.2,"57,465",196,2003
T46,T48,Chris Smith,92,293.2,"53,942",184,2003
T53,T55,John Senden,111,291.8,"61,856",212,2003
T53,T55,Geoff Ogilvy,86,291.8,"47,858",164,2003
T56,T59,John Morgan,81,291,"45,396",156,2003
T56,T59,Vance Veazey,66,291,"38,124",131,2003
T59,T61,Woody Austin,107,290.8,"59,912",206,2003
T59,T61,Jason Buha,61,290.8,"33,735",116,2003
T59,T61,Steve Allan,53,290.8,"28,212",97,2003
T68,T69,Mike Weir,80,289.2,"43,084",149,2003
T68,72,Ben Crane,94,289.2,"53,207",184,2003
T72,T69,Bob Tway,89,288.8,"49,101",170,2003
T72,T74,David Toms,90,288.8,"46,779",162,2003
T72,T76,Kevin Sutherland,97,288.8,"53,713",186,2003
T72,T76,Steve Lowery,86,288.8,"46,205",160,2003
T76,T78,Cameron Yancey,58,288.5,"31,735",110,2003
T76,T78,Mike Sposa,72,288.5,"39,237",136,2003
T82,T84,David Gossett,92,287.9,"52,402",182,2003
T82,T84,Aaron Baddeley,71,287.9,"38,585",134,2003
T82,T84,Per-Ulrik Johansson,96,287.9,"54,709",190,2003
T85,T87,Garrett Willis,97,287.7,"54,670",190,2003
T85,T87,Robert Gamez,114,287.7,"65,019",226,2003
T87,T89,Mark Calcavecchia,84,287.6,"48,313",168,2003
T87,T89,Mike Grob,83,287.6,"46,017",160,2003
T89,T91,Anthony Painter,87,287.5,"48,018",167,2003
T89,T91,Brad Elder,51,287.5,"28,179",98,2003
T89,T91,Pat Perez,95,287.5,"52,895",184,2003
T96,T98,Tom Gillis,71,286.5,"38,969",136,2003
T96,T98,Cliff Kresge,102,286.5,"57,010",199,2003
T96,T98,Paul Gow,62,286.5,"34,949",122,2003
1,1,John Daly,62,306.8,"35,594",116,2002
2,2,Boo Weekley,57,297,"33,261",112,2002
3,3,Mathew Goggin,64,296.1,"36,713",124,2002
6,6,Tiger Woods,69,293.3,"37,546",128,2002
7,7,Tim Herron,102,293.2,"56,596",193,2002
8,T8,Brett Wetterich,89,292.7,"49,755",170,2002
9,10,Chris Smith,103,292.2,"54,357",186,2002
10,T8,Rich Beem,99,292.1,"54,906",188,2002
13,14,Carlos Franco,107,290.7,"59,305",204,2002
17,17,Brenden Pappas,62,290.1,"35,398",122,2002
18,18,Eduardo Herrera,59,290,"33,641",116,2002
19,19,John Senden,96,289.9,"50,451",174,2002
20,20,Steve Allan,93,289.7,"51,564",178,2002
21,21,Geoff Ogilvy,90,289.4,"48,612",168,2002
22,22,Tommy Tolles,64,289.3,"35,871",124,2002
25,23,Phil Mickelson,97,288.8,"51,406",178,2002
32,32,Kenneth Staton,104,287.6,"56,952",198,2002
33,33,Tripp Isenhour,68,287.4,"38,506",134,2002
34,35,Paul Stankowski,100,287,"55,671",194,2002
35,T36,Ian Leggatt,97,286.9,"51,633",180,2002
36,34,Robert Allenby,96,286.7,"52,179",182,2002
37,T36,Kenny Perry,98,286.4,"53,839",188,2002
38,38,Stephen Gangluff,75,286.2,"41,792",146,2002
41,T41,Rod Pampling,98,285.9,"52,035",182,2002
45,47,Steve Flesch,110,285.7,"57,993",203,2002
46,T41,Vijay Singh,102,285.6,"53,700",188,2002
49,49,Steve Stricker,68,285.1,"32,502",114,2002
50,50,Michael Allen,76,285,"41,608",146,2002
51,51,Craig Barlow,62,284.7,"32,452",114,2002
52,52,Duffy Waldorf,90,284.5,"46,660",164,2002
53,53,Shaun Micheel,100,284.3,"54,292",191,2002
54,54,Bob Heintz,68,284.2,"38,082",134,2002
60,61,Lee Janzen,101,283.7,"51,636",182,2002
61,62,Bob Tway,103,283.6,"53,321",188,2002
62,60,K.J. Choi,93,283.1,"49,262",174,2002
65,65,Andrew Magee,91,282.9,"48,666",172,2002
68,68,Robert Gamez,69,282.6,"37,868",134,2002
69,69,Russ Cochran,68,282.5,"37,850",134,2002
70,70,Brett Quigley,93,282.3,"50,810",180,2002
73,73,Stephen Ames,89,282.1,"46,269",164,2002
80,80,Paul Gow,99,281.7,"52,964",188,2002
81,81,John Huston,99,281.6,"52,375",186,2002
88,88,Steve Pate,64,281.1,"33,165",118,2002
89,89,David Gossett,95,281,"51,698",184,2002
98,T99,Craig Stadler,72,280.4,"37,578",134,2002
99,T101,Jeff Brehaut,87,280.2,"47,639",170,2002
108,T101,Chris DiMarco,111,279.7,"55,379",198,2002
111,112,Garrett Willis,80,279.4,"43,029",154,2002
117,118,Donnie Hammond,60,279.1,"31,816",114,2002
118,119,Jeff Gove,89,279,"49,109",176,2002
119,T115,Justin Leonard,97,278.7,"49,606",178,2002
120,120,Craig Perks,91,278.5,"46,223",166,2002
123,123,Robert Damron,85,278,"44,479",160,2002
124,T124,Kent Jones,105,277.8,"56,108",202,2002
125,126,Joel Edwards,101,277.6,"56,074",202,2002
129,130,J.P. Hayes,78,277.1,"41,567",150,2002
132,132,Dudley Hart,88,276.7,"45,385",164,2002
133,133,Dicky Pride,51,276.3,"27,074",98,2002
134,134,Paul Azinger,69,276.2,"34,797",126,2002
135,135,Franklin Langham,72,276.1,"37,544",136,2002
139,139,Jay Williamson,91,275.8,"49,086",178,2002
140,140,Tim Clark,76,275.7,"38,598",140,2002
141,141,Jim Carter,98,275.3,"50,657",184,2002
144,144,Glen Hnatiuk,95,275.1,"50,624",184,2002
152,152,Joe Durant,87,274.8,"44,523",162,2002
156,156,Luke Donald,106,274.6,"56,024",204,2002
157,T157,Miguel Angel Jiménez,60,274.4,"30,736",112,2002
160,160,Bob Burns,99,273.9,"51,761",189,2002
161,T161,Matt Kuchar,82,273.5,"43,483",159,2002
162,T164,Jay Haas,83,273.3,"42,636",156,2002
163,T161,Fred Funk,106,273,"57,326",210,2002
164,T164,Jeff Sluman,118,272.9,"62,230",228,2002
165,T167,Brian Watts,58,272.8,"28,370",104,2002
171,172,Mike Hulbert,55,272.4,"27,242",100,2002
172,173,Brian Gay,117,272.3,"60,986",224,2002
173,T167,Jim Furyk,88,271.8,"43,761",161,2002
178,179,Jay Don Blake,107,271.2,"55,057",203,2002
179,180,Billy Mayfair,99,270.9,"48,215",178,2002
180,181,Matt Peterson,80,270.7,"42,774",158,2002
181,174,José María Olazábal,71,270.6,"33,560",124,2002
182,182,Tom Byrum,77,270.5,"40,577",150,2002
183,183,Mark Brooks,97,270.1,"49,156",182,2002
186,186,Brad Faxon,93,269.6,"43,406",161,2002
187,187,David Frost,90,269.5,"47,969",178,2002
188,188,Richard Zokol,53,269.3,"27,466",102,2002
191,192,Olin Browne,107,268.1,"54,150",202,2002
194,194,Greg Kraft,86,267.7,"44,438",166,2002
195,195,Fulton Allem,64,267.5,"33,441",125,2002
196,196,Lee Porter,91,265,"46,117",174,2002
197,197,Esteban Toledo,106,264.9,"51,133",193,2002
198,198,Scott Simpson,61,264.6,"32,286",122,2002
199,199,John Cook,85,264,"41,710",158,2002
200,200,José Coceres,51,263.2,"25,798",98,2002
201,201,Corey Pavin,78,258.1,"36,130",140,2002
202,202,Pete Jordan,78,256.6,"38,494",150,2002
T100,T104,Mike Weir,94,280,"48,725",174,2002
T100,T104,Brad Elder,76,280,"40,318",144,2002
T100,T93,Shigeki Maruyama,87,280,"46,476",166,2002
T103,T106,Woody Austin,102,279.9,"53,749",192,2002
T103,T106,Tom Pernice Jr.,101,279.9,"53,748",192,2002
T105,T99,Bob Estes,93,279.8,"46,452",166,2002
T105,108,Billy Andrade,100,279.8,"50,917",182,2002
T105,T101,Retief Goosen,56,279.8,"27,975",100,2002
T109,T110,John Riegger,88,279.6,"45,848",164,2002
T109,T110,Stewart Cink,92,279.6,"46,417",166,2002
T11,T12,Bo Van Pelt,78,290.8,"44,194",152,2002
T11,T12,David Duval,78,290.8,"40,717",140,2002
T112,109,John Rollins,124,279.3,"65,363",234,2002
T112,T113,Tom Scherrer,98,279.3,"51,383",184,2002
T114,T115,Jesper Parnevik,85,279.2,"43,549",156,2002
T114,T113,David Toms,106,279.2,"54,159",194,2002
T114,T115,Joe Ogilvie,50,279.2,"27,357",98,2002
T121,T121,Brian Henninger,66,278.3,"35,617",128,2002
T121,T121,Craig Parry,69,278.3,"37,291",134,2002
T126,T124,Rocco Mediate,79,277.3,"38,272",138,2002
T126,T127,Hal Sutton,74,277.3,"38,826",140,2002
T126,T127,Bryce Molder,65,277.3,"33,827",122,2002
T130,T127,Len Mattiace,106,276.9,"55,381",200,2002
T130,131,Steve Jones,71,276.9,"34,330",124,2002
T136,T136,Matt Gogel,79,275.9,"40,834",148,2002
T136,T136,Spike McRoy,69,275.9,"36,970",134,2002
T136,T136,David Morland IV,58,275.9,"31,448",114,2002
T14,T15,Jonathan Byrd,96,290.5,"52,864",182,2002
T14,11,Sergio Garcia,79,290.5,"39,504",136,2002
T14,T15,Harrison Frazar,88,290.5,"50,540",174,2002
T142,T142,Bart Bryant,69,275.2,"35,227",128,2002
T142,T142,Jerry Smith,91,275.2,"47,334",172,2002
T145,T145,Kevin Sutherland,96,275,"47,300",172,2002
T145,T145,Bob May,91,275,"48,125",175,2002
T145,T145,Brad Lardon,59,275,"31,348",114,2002
T145,T145,Kirk Triplett,84,275,"42,353",154,2002
T145,T145,Mark O'Meara,68,275,"32,448",118,2002
T150,T150,Blaine McCallister,75,274.9,"39,580",144,2002
T150,T150,Jeff Maggert,83,274.9,"42,329",154,2002
T153,T153,Frank Nobilo,94,274.7,"49,997",182,2002
T153,T153,Mike Sposa,111,274.7,"58,778",214,2002
T153,T153,Dan Forsman,83,274.7,"43,404",158,2002
T158,159,Gary Nicklaus,66,274,"35,618",130,2002
T158,T157,Jerry Kelly,99,274,"50,955",186,2002
T166,166,Nick Price,69,272.7,"33,811",124,2002
T166,163,Chris Riley,104,272.7,"52,357",192,2002
T168,T169,Brandel Chamblee,85,272.5,"44,698",164,2002
T168,T169,Scott Dunlap,74,272.5,"38,691",142,2002
T168,T169,Paul Claxton,83,272.5,"44,412",163,2002
T174,T175,Pat Bates,94,271.5,"48,871",180,2002
T174,T175,Skip Kendall,103,271.5,"53,755",198,2002
T176,T177,Bernhard Langer,55,271.3,"27,127",100,2002
T176,T177,Paul Goydos,66,271.3,"34,732",128,2002
T184,T184,Scott Hoch,71,270,"35,638",132,2002
T184,T184,Glen Day,107,270,"54,007",200,2002
T189,T190,Scott Verplank,93,268.5,"46,186",172,2002
T189,T190,Heath Slocum,96,268.5,"48,338",180,2002
T192,189,Loren Roberts,93,268,"46,095",172,2002
T192,193,Michael Muehr,73,268,"37,525",140,2002
T23,T24,Stuart Appleby,97,289,"50,004",173,2002
T23,T24,Rory Sabbatini,69,289,"36,992",128,2002
T26,T26,Fred Couples,64,288.6,"34,058",118,2002
T26,T26,Brian Bateman,94,288.6,"51,363",178,2002
T26,T26,J.J. Henry,112,288.6,"60,606",210,2002
T26,T26,Phil Tataurangi,88,288.6,"48,491",168,2002
T30,31,Carl Paulson,84,287.7,"46,609",162,2002
T30,30,Davis Love III,92,287.7,"47,750",166,2002
T39,T39,Ben Crane,91,286.1,"50,352",176,2002
T39,T39,Jonathan Kaye,83,286.1,"44,053",154,2002
T4,4,Charles Howell III,118,293.7,"64,019",218,2002
T4,5,Dennis Paulson,89,293.7,"50,520",172,2002
T42,T43,Joey Sindelar,104,285.8,"56,582",198,2002
T42,T43,J.L. Lewis,98,285.8,"53,738",188,2002
T42,T43,Brandt Jobe,94,285.8,"53,150",186,2002
T47,T43,Scott McCarron,106,285.5,"51,674",181,2002
T47,48,Mark Calcavecchia,84,285.5,"42,259",148,2002
T55,T55,"David Berganio, Jr.",80,284,"43,161",152,2002
T55,T55,Michael Clark II,97,284,"51,967",183,2002
T55,T55,Edward Fryatt,94,284,"50,551",178,2002
T58,T58,Deane Pappas,90,283.9,"48,265",170,2002
T58,T58,Grant Waite,98,283.9,"53,376",188,2002
T63,T63,Tom Lehman,78,283,"38,493",136,2002
T63,T63,Frank Lickliter II,94,283,"49,243",174,2002
T66,T66,Brent Geiberger,95,282.8,"50,339",178,2002
T66,T66,Per-Ulrik Johansson,87,282.8,"48,648",172,2002
T71,T71,Cameron Beckman,87,282.2,"46,279",164,2002
T71,T71,Briny Baird,110,282.2,"60,388",214,2002
T74,T74,Tommy Armour III,82,282,"45,121",160,2002
T74,T74,Robin Freeman,79,282,"41,735",148,2002
T76,T76,Neal Lancaster,101,281.9,"54,133",192,2002
T76,T76,Michael Long,71,281.9,"38,906",138,2002
T78,T78,Jason Hill,59,281.8,"32,689",116,2002
T78,T78,Jess Daley,76,281.8,"41,713",148,2002
T82,T82,Peter Jacobsen,67,281.5,"37,163",132,2002
T82,T82,Chad Campbell,111,281.5,"59,684",212,2002
T84,T82,Ernie Els,68,281.4,"32,640",116,2002
T84,85,Peter Lonard,93,281.4,"50,093",178,2002
T86,T86,Hidemichi Tanaka,104,281.2,"56,248",200,2002
T86,T86,Bradley Hughes,60,281.2,"32,617",116,2002
T90,T91,Notah Begay III,76,280.8,"40,433",144,2002
T90,T91,Greg Chalmers,94,280.8,"49,981",178,2002
T92,T93,Tim Petrovic,92,280.6,"47,984",171,2002
T92,T93,David Peoples,105,280.6,"57,242",204,2002
T94,90,Steve Lowery,98,280.5,"51,058",182,2002
T94,T96,Steve Elkington,82,280.5,"41,516",148,2002
T94,T96,Kaname Yokoo,74,280.5,"39,832",142,2002
T94,T96,Pat Perez,89,280.5,"47,957",171,2002
1,1,John Daly,84,306.7,"49,075",160,2001
2,2,Brett Quigley,67,298.5,"37,606",126,2001
5,5,David Duval,78,296.1,"40,866",138,2001
8,8,Steve Allan,88,293.3,"49,571",169,2001
9,9,Chris Smith,101,293.2,"57,465",196,2001
10,10,Kenny Perry,94,292.3,"52,028",178,2001
11,11,Joey Sindelar,69,291.5,"38,481",132,2001
12,12,Jason Gore,82,290.5,"46,473",160,2001
13,13,Brandt Jobe,96,290.4,"54,298",187,2001
14,T14,Scott McCarron,98,289.7,"54,459",188,2001
15,T14,Kelly Grunewald,66,289.1,"37,874",131,2001
16,16,Chris Tidland,83,289,"46,237",160,2001
17,17,Tim Herron,97,288.9,"52,581",182,2001
18,18,Brian Wilson,88,288.8,"49,680",172,2001
19,19,Stuart Appleby,105,288.6,"53,676",186,2001
20,20,Rory Sabbatini,73,288.5,"37,218",129,2001
21,21,Fred Couples,68,288.2,"38,048",132,2001
22,22,Sergio Garcia,64,287.8,"31,653",110,2001
23,23,Vijay Singh,98,287.5,"50,602",176,2001
24,24,Harrison Frazar,88,286.8,"47,615",166,2001
