RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,YEAR
57,57,Hugh Royer III,91,269.9,"49,113",182,1996
60,59,Craig Parry,81,269.4,"42,560",158,1996
61,60,Len Mattiace,85,269.3,"45,777",170,1996
64,63,Larry Nelson,76,269,"40,894",152,1996
67,66,Mike Swartz,73,268.7,"39,225",146,1996
68,67,Guy Boros,93,268.4,"49,931",186,1996
72,71,Keith Clearwater,78,268.2,"41,833",156,1996
73,72,Joey Gullion,87,268.1,"46,651",174,1996
74,73,Hal Sutton,88,268,"47,171",176,1996
75,74,Mike Sullivan,85,267.9,"45,540",170,1996
76,75,Greg Kraft,81,267.7,"43,368",162,1996
77,76,Tom Scherrer,89,267.5,"47,617",178,1996
78,T77,Donnie Hammond,61,267.4,"32,617",122,1996
79,79,Hisayuki Sasaki,64,267.3,"34,208",128,1996
80,T77,Jeff Maggert,91,267.2,"46,496",174,1996
81,80,Robin Freeman,102,266.8,"54,423",204,1996
82,81,David Peoples,56,266.7,"29,872",112,1996
83,82,Clarence Rose,85,266.6,"45,318",170,1996
84,83,Frank Lickliter II,84,266.5,"44,780",168,1996
85,84,Mark McCumber,51,266.4,"25,045",94,1996
88,T87,Chip Beck,92,266.1,"48,970",184,1996
89,89,Bryan Gorman,69,266,"36,706",138,1996
114,T113,Scott Hoch,96,264.6,"50,799",192,1996
115,T113,Bobby Wadkins,92,264.5,"48,665",184,1996
116,115,Joel Edwards,94,264.4,"49,707",188,1996
117,116,Kirk Triplett,73,264.3,"38,582",146,1996
123,121,Glen Day,89,263.8,"46,958",178,1996
124,122,Paul Goydos,84,263.7,"44,298",168,1996
128,T126,Franklin Langham,92,263.5,"48,480",184,1996
129,128,Mike Hulbert,94,263.1,"49,467",188,1996
132,T131,Bob Gilder,85,262.5,"44,627",170,1996
133,T131,Justin Leonard,101,262.3,"51,932",198,1996
134,T133,Jay Don Blake,91,262.2,"47,715",182,1996
135,135,David Ogrin,102,262.1,"53,477",204,1996
138,137,Curtis Strange,79,261.7,"39,256",150,1996
144,143,Sean Murphy,81,261.2,"41,274",158,1996
147,146,John Maginnes,81,260.8,"42,251",162,1996
148,147,Brad Fabel,86,260.3,"44,768",172,1996
151,150,Ron Whittaker,58,259.9,"30,145",116,1996
152,151,Bart Bryant,77,259.8,"40,002",154,1996
153,152,Tom Kite,69,259.7,"33,767",130,1996
156,155,Lee Rinker,100,259.5,"51,905",200,1996
159,158,Wayne Levi,71,259.1,"36,798",142,1996
160,159,Jim Thorpe,55,259,"28,491",110,1996
169,168,Scott Gump,97,257.7,"50,001",194,1996
174,173,Omar Uresti,94,257,"48,319",188,1996
175,174,Mike Reid,72,256.1,"36,874",144,1996
176,175,Lennie Clements,83,256,"42,500",166,1996
177,176,Wayne Grady,64,255.7,"32,726",128,1996
180,179,Tray Tyner,51,254.2,"25,932",102,1996
181,180,Lanny Wadkins,62,253.6,"31,445",124,1996
184,183,Ben Crenshaw,59,251.9,"27,712",110,1996
185,184,John Mahaffey,65,250.7,"32,593",130,1996
186,185,Bob Lohr,90,250.4,"45,063",180,1996
187,186,Shane Bertsch,73,250.2,"36,525",146,1996
188,187,John Inman,79,248.7,"39,300",158,1996
189,188,Corey Pavin,81,248.1,"38,202",154,1996
190,189,Ed Fiori,61,239.5,"28,976",121,1996
T100,T100,Tommy Armour III,54,265.3,"28,119",106,1996
T100,T100,Steve Rintoul,75,265.3,"39,798",150,1996
T102,T102,Kevin Sutherland,107,265.2,"56,754",214,1996
T102,94,Jim Furyk,100,265.2,"50,926",192,1996
T102,T102,Russ Cochran,83,265.2,"44,023",166,1996
T102,T102,Gil Morgan,61,265.2,"32,357",122,1996
T106,T105,Bob Tway,80,265.1,"41,354",156,1996
T106,T105,David Frost,71,265.1,"35,528",134,1996
T106,T105,Joe Daley,77,265.1,"40,821",154,1996
T109,T109,Jerry Kelly,91,264.8,"48,195",182,1996
T109,T109,Steve Elkington,64,264.8,"32,838",124,1996
T109,T109,Blaine McCallister,91,264.8,"48,189",182,1996
T112,112,Billy Ray Brown,77,264.7,"40,768",154,1996
T112,108,Mark Brooks,101,264.7,"51,347",194,1996
T118,T117,Dan Forsman,65,264.2,"34,347",130,1996
T118,T117,Dicky Pride,81,264.2,"42,794",162,1996
T120,T119,Robert Wrenn,72,264.1,"38,029",144,1996
T120,T126,Nick Faldo,56,264.1,"27,463",104,1996
T120,T119,Ken Green,81,264.1,"42,517",161,1996
T125,T123,Jay Haas,89,263.6,"44,804",170,1996
T125,T123,Rick Fehr,74,263.6,"38,748",147,1996
T125,T123,Brian Tennyson,75,263.6,"39,538",150,1996
T130,T129,Brian Kamm,87,263,"45,770",174,1996
T130,T129,Patrick Burke,72,263,"37,866",144,1996
T136,136,Jeff Gallagher,84,261.8,"43,974",168,1996
T136,T133,Fred Funk,108,261.8,"56,548",216,1996
T139,T138,Scott Simpson,70,261.6,"34,531",132,1996
T139,T138,Gary Rusnak,78,261.6,"40,808",156,1996
T139,142,John Cook,89,261.6,"46,558",178,1996
T142,T140,Mark Wiebe,74,261.5,"38,697",148,1996
T142,T140,Nolan Henke,80,261.5,"41,847",160,1996
T145,T144,Olin Browne,94,261,"49,072",188,1996
T145,T144,Emlyn Aubrey,58,261,"30,275",116,1996
T149,T148,Bob Estes,64,260,"32,246",124,1996
T149,T148,Chris Perry,68,260,"35,354",136,1996
T154,T153,Billy Andrade,87,259.6,"45,166",174,1996
T154,T153,Dillard Pruitt,74,259.6,"38,414",148,1996
T157,T156,D.A. Weibring,53,259.2,"25,399",98,1996
T157,T156,Fulton Allem,54,259.2,"27,991",108,1996
T16,T17,Woody Austin,117,278.6,"64,074",230,1996
T16,T17,Tom Purtzer,83,278.6,"46,253",166,1996
T161,T160,Gene Sauers,78,258.7,"40,359",156,1996
T161,T160,Larry Mize,73,258.7,"37,764",146,1996
T163,T162,Tom Byrum,76,258.3,"39,266",152,1996
T163,T162,Scott Medlin,53,258.3,"27,375",106,1996
T165,T164,Jim Carter,107,258.1,"55,244",214,1996
T165,T164,Dave Barr,58,258.1,"29,940",116,1996
T167,T166,Brandel Chamblee,70,257.8,"36,096",140,1996
T167,T166,Mike Brisky,83,257.8,"42,794",166,1996
T170,170,Brad Faxon,82,257.4,"40,158",156,1996
T170,169,Allen Doyle,88,257.4,"45,294",176,1996
T172,T171,David Edwards,82,257.1,"42,168",164,1996
T172,T171,Jeff Hart,65,257.1,"33,428",130,1996
T178,T177,Loren Roberts,81,255.1,"39,282",154,1996
T178,T177,John Morse,94,255.1,"47,960",188,1996
T182,T181,Don Pooley,63,253.2,"31,902",126,1996
T182,T181,Doug Martin,92,253.2,"46,592",184,1996
T24,T24,Robert Gamez,75,275.9,"41,381",150,1996
T24,T24,Dan Pohl,58,275.9,"32,008",116,1996
T40,T40,Marco Dawson,87,272.1,"47,337",174,1996
T40,T40,John Huston,84,272.1,"45,716",168,1996
T42,T43,Keith Fergus,84,271.6,"45,627",168,1996
T42,T43,Mike Standly,81,271.6,"43,449",160,1996
T47,T47,Steve Lowery,100,271.1,"54,219",200,1996
T47,T47,Paul Azinger,77,271.1,"40,670",150,1996
T52,52,Craig Stadler,56,270.4,"27,579",102,1996
T52,,Greg Norman,51,270.4,"25,419",94,1996
T54,T53,Nick Price,52,270.3,"25,950",96,1996
T54,T53,Jeff Julian,69,270.3,"37,296",138,1996
T58,58,Neal Lancaster,102,269.5,"54,983",204,1996
T58,T53,Duffy Waldorf,67,269.5,"36,109",134,1996
T62,T61,Rocco Mediate,69,269.2,"34,999",130,1996
T62,T61,John Wilson,81,269.2,"43,618",162,1996
T65,T64,Fuzzy Zoeller,53,268.8,"26,883",100,1996
T65,T64,Ronnie Black,85,268.8,"45,692",170,1996
T69,T68,Ted Tryba,103,268.3,"55,260",206,1996
T69,T68,Joey Sindelar,87,268.3,"46,686",174,1996
T69,T68,Peter Jacobsen,65,268.3,"32,191",120,1996
T8,T9,Phil Mickelson,77,280.4,"40,933",146,1996
T8,8,Carl Paulson,87,280.4,"48,784",174,1996
T86,85,Mark O'Meara,80,266.2,"40,456",152,1996
T86,86,Brad Bryant,84,266.2,"44,183",166,1996
T90,T90,Lee Janzen,92,265.9,"47,866",180,1996
T90,T90,Steve Jurgensen,87,265.9,"46,272",174,1996
T90,T90,Brian Claar,104,265.9,"55,308",208,1996
T93,T87,Jeff Sluman,106,265.8,"53,956",203,1996
T93,93,Mike Springer,85,265.8,"45,187",170,1996
T95,T95,Pete Jordan,73,265.5,"38,767",146,1996
T95,T95,Jim McGovern,87,265.5,"46,193",174,1996
T95,T95,Joe Ozaki,68,265.5,"36,104",136,1996
T98,T98,Billy Mayfair,93,265.4,"47,245",178,1996
T98,T98,Scott Dunlap,80,265.4,"42,463",160,1996
1,1,John Daly,75,289,"41,044",142,1995
2,2,Davis Love III,89,284.6,"48,104",169,1995
3,3,Dennis Paulson,82,284.1,"46,599",164,1995
4,4,Vijay Singh,79,283.5,"42,532",150,1995
5,5,Kelly Gibson,101,280.2,"56,594",202,1995
8,8,Carl Paulson,62,278.2,"34,497",124,1995
9,9,Woody Austin,114,277.5,"62,711",226,1995
10,10,Fred Couples,54,276.3,"29,289",106,1995
11,11,Robert Gamez,82,275.8,"45,235",164,1995
12,T13,"Jim Gallagher, Jr.",99,275.4,"52,055",189,1995
13,12,Tom Purtzer,58,275.3,"31,382",114,1995
14,T13,Steve Stricker,83,275.2,"45,410",165,1995
15,15,Charlie Rymer,75,274.4,"41,157",150,1995
18,16,Duffy Waldorf,90,274.2,"49,348",180,1995
19,T17,Michael Bradley,88,274,"47,957",175,1995
20,19,John Huston,81,273.9,"42,185",154,1995
21,23,Greg Norman,58,273.4,"28,978",106,1995
22,T20,Tom Watson,56,273.2,"28,416",104,1995
23,T20,Nick Price,66,273,"33,576",123,1995
24,24,Peter Jacobsen,93,272.9,"48,584",178,1995
25,T27,Mark Calcavecchia,105,272.5,"54,490",200,1995
26,25,Mike Heinen,87,272.4,"47,403",174,1995
27,26,Pat Bates,81,271.9,"44,042",162,1995
28,T27,Curt Byrum,106,271.7,"57,066",210,1995
32,32,Scott McCarron,77,271.1,"41,474",153,1995
33,33,Guy Boros,97,271,"52,295",193,1995
42,40,Jonathan Kaye,65,270.3,"34,865",129,1995
43,43,Kenny Perry,94,270.2,"50,794",188,1995
44,41,Hal Sutton,94,270.1,"50,776",188,1995
45,42,Bruce Vaughan,93,270,"50,229",186,1995
46,T44,Tommy Armour III,92,269.5,"49,586",184,1995
47,47,Steve Lowery,107,269.2,"55,184",205,1995
48,51,Mark O'Meara,96,268.9,"49,477",184,1995
49,48,Phil Blackmar,76,268.8,"40,590",151,1995
50,49,Grant Waite,84,268.7,"45,135",168,1995
51,50,Bill Glasson,73,268.4,"37,034",138,1995
52,59,Brad Bryant,95,268.3,"49,640",185,1995
53,52,Scott Verplank,85,268.2,"45,597",170,1995
54,53,Donnie Hammond,80,268.1,"42,894",160,1995
55,54,Keith Fergus,82,268,"43,948",164,1995
56,55,Marco Dawson,82,267.9,"43,942",164,1995
57,60,Lee Janzen,96,267.8,"49,283",184,1995
58,56,J.L. Lewis,85,267.7,"45,503",170,1995
61,61,Fuzzy Zoeller,55,267,"28,833",108,1995
62,62,Bob Tway,94,266.9,"48,837",183,1995
65,65,Jeff Maggert,81,266.2,"40,467",152,1995
70,70,Jesper Parnevik,65,265.7,"32,419",122,1995
71,71,Dan Forsman,77,265.6,"40,899",154,1995
76,75,Ronnie Black,90,265.4,"47,769",180,1995
77,76,John Wilson,95,265.3,"50,413",190,1995
78,77,Bruce Lietzke,53,265.2,"28,106",106,1995
79,78,Paul Goydos,109,265.1,"57,801",218,1995
84,T83,Michael Allen,57,264.7,"30,179",114,1995
85,88,Billy Mayfair,99,264.4,"52,357",198,1995
86,85,Gil Morgan,71,264.2,"37,521",142,1995
91,91,Russ Cochran,81,263.2,"42,634",162,1995
92,92,Rick Fehr,76,263.1,"39,993",152,1995
93,T95,Kirk Triplett,100,262.9,"52,576",200,1995
94,93,Lee Rinker,91,262.8,"47,821",182,1995
97,T95,Craig Parry,76,262.4,"38,837",148,1995
98,97,Bobby Wadkins,96,262.3,"50,356",192,1995
99,T98,Jim McGovern,97,262.2,"50,868",194,1995
105,105,Blaine McCallister,90,261.7,"47,103",180,1995
106,106,Howard Twitty,87,261.6,"44,998",172,1995
107,107,Brad Faxon,87,261.2,"42,840",164,1995
108,108,Bob Estes,91,261.1,"45,165",173,1995
112,112,Tom Kite,87,260.7,"42,753",164,1995
113,113,Emlyn Aubrey,86,260.5,"44,799",172,1995
114,114,Steve Pate,95,260.4,"48,955",188,1995
117,117,Chip Beck,93,260.2,"48,396",186,1995
118,119,Billy Ray Brown,65,260,"33,797",130,1995
121,122,Pete Jordan,59,259.8,"30,658",118,1995
128,127,Ray Stewart,66,259.1,"34,195",132,1995
129,128,Bart Bryant,82,259,"42,478",164,1995
130,129,Larry Nelson,56,258.9,"28,996",112,1995
131,131,Harry Taylor,85,258.5,"43,945",170,1995
132,132,Dillard Pruitt,77,258.3,"39,522",153,1995
136,135,Ken Green,69,258,"32,512",126,1995
137,136,Mark Wiebe,64,257.7,"32,983",128,1995
140,140,Skip Kendall,96,257.5,"49,437",192,1995
141,141,D.A. Weibring,83,257.4,"42,722",166,1995
142,142,Bill Porter,76,257.3,"39,103",152,1995
145,148,Fred Funk,112,256.8,"57,533",224,1995
146,145,Nolan Henke,81,256.6,"41,573",162,1995
149,149,Jim Furyk,102,256.2,"52,258",204,1995
155,155,Chris Perry,87,255.6,"44,468",174,1995
156,156,Don Reese,75,255.5,"38,323",150,1995
162,161,Dicky Pride,83,254.8,"42,294",166,1995
165,164,Joey Rassett,55,254.6,"27,751",109,1995
166,166,David Frost,72,254,"34,544",136,1995
167,167,Mike Brisky,87,253.9,"44,184",174,1995
168,168,Jerry Haas,82,253.6,"41,590",164,1995
171,171,Jeff Leonard,72,253.3,"36,480",144,1995
172,172,Ben Crenshaw,80,253.1,"38,466",152,1995
175,175,David Feherty,71,252.4,"33,815",134,1995
176,176,Lanny Wadkins,59,252.3,"29,517",117,1995
177,177,Tray Tyner,82,252.2,"41,361",164,1995
178,178,Doug Tewell,55,251.6,"27,671",110,1995
181,181,Doug Martin,92,250.9,"46,167",184,1995
186,186,Tom Hearn,57,248.8,"28,366",114,1995
187,187,Tim Loustalot,55,248.4,"27,324",110,1995
188,188,Bill Britton,67,246.6,"33,044",134,1995
T100,T100,Chris DiMarco,88,262,"46,110",176,1995
T100,T100,Mark Brooks,93,262,"46,631",178,1995
T102,T102,Mike Sullivan,86,261.9,"44,529",170,1995
T102,T102,Mike Springer,67,261.9,"33,525",128,1995
T102,T102,Glen Day,91,261.9,"46,877",179,1995
T109,T109,Brandel Chamblee,75,260.9,"37,571",144,1995
T109,T109,Gary Hallberg,78,260.9,"38,616",148,1995
T109,T109,Steve Rintoul,96,260.9,"50,093",192,1995
T115,T115,Rocco Mediate,51,260.3,"25,507",98,1995
T115,T115,Jim Carter,96,260.3,"49,968",192,1995
T119,T120,John Mahaffey,81,259.9,"42,109",162,1995
T119,T120,Bob Burns,83,259.9,"43,143",166,1995
T122,T123,Scott Gump,93,259.7,"48,302",186,1995
T122,118,Scott Simpson,88,259.7,"44,141",170,1995
T122,T123,Ted Tryba,104,259.7,"53,246",205,1995
T125,T125,Mike Smith,72,259.3,"37,333",144,1995
T125,T125,Mike Hulbert,102,259.3,"52,645",203,1995
T125,130,Justin Leonard,110,259.3,"54,971",212,1995
T133,T137,Nick Faldo,72,258.1,"35,108",136,1995
T133,T133,Bob Gilder,85,258.1,"43,876",170,1995
T133,T133,Kawika Cotner,82,258.1,"42,331",164,1995
T138,T137,Joel Edwards,95,257.6,"48,940",190,1995
T138,T137,Brian Claar,96,257.6,"47,403",184,1995
T143,T143,Mark Wurtz,84,257,"43,175",168,1995
T143,T143,Dave Barr,79,257,"40,607",158,1995
T147,T146,Keith Clearwater,69,256.4,"35,125",137,1995
T147,T146,John Cook,84,256.4,"41,022",160,1995
T150,T150,Greg Kraft,100,255.8,"50,912",199,1995
T150,T150,Curtis Strange,84,255.8,"41,957",164,1995
T150,T150,Larry Mize,70,255.8,"34,782",136,1995
T153,T153,Steve Gotsche,81,255.7,"41,423",162,1995
T153,T153,John Morse,71,255.7,"35,283",138,1995
T157,T158,Loren Roberts,83,255.3,"41,360",162,1995
T157,157,Mark Carnevale,77,255.3,"38,297",150,1995
T159,165,Corey Pavin,79,254.9,"38,236",150,1995
T159,T158,Fulton Allem,55,254.9,"27,526",108,1995
T159,T158,Billy Andrade,90,254.9,"44,862",176,1995
T16,T17,David Duval,89,274.3,"46,623",170,1995
T16,22,Ernie Els,60,274.3,"30,443",111,1995
T163,T162,Lennie Clements,93,254.7,"47,382",186,1995
T163,T162,Clark Dennis,92,254.7,"46,869",184,1995
T169,T169,David Edwards,74,253.5,"37,523",148,1995
T169,T169,Wayne Levi,52,253.5,"25,852",102,1995
T173,T173,Tony Sills,73,252.6,"36,874",146,1995
T173,T173,Omar Uresti,96,252.6,"48,508",192,1995
T179,T179,David Ogrin,91,251.2,"45,724",182,1995
T179,T179,Bob Lohr,95,251.2,"45,724",182,1995
T182,T182,Don Pooley,77,250.6,"36,594",146,1995
T182,T182,Dicky Thompson,70,250.6,"35,084",140,1995
T184,T184,Mike Reid,62,250,"31,001",124,1995
T184,T184,Bruce Fleisher,69,250,"34,500",138,1995
T29,T29,Andrew Magee,86,271.4,"46,678",172,1995
T29,T29,"Dave Stockton, Jr.",93,271.4,"50,487",186,1995
T29,T29,Tommy Tolles,79,271.4,"42,331",156,1995
T34,T34,Joe Ozaki,62,270.8,"33,583",124,1995
T34,T34,Robin Freeman,97,270.8,"52,544",194,1995
T36,46,Phil Mickelson,78,270.7,"40,058",148,1995
T36,36,"Joe Acosta, Jr.",74,270.7,"39,519",146,1995
T38,T37,Neal Lancaster,90,270.6,"48,707",180,1995
T38,T37,Mike Standly,93,270.6,"50,331",186,1995
T38,T37,Steve Jones,80,270.6,"43,296",160,1995
T38,T44,Steve Elkington,72,270.6,"36,529",135,1995
T59,T57,Ed Humenik,87,267.6,"46,570",174,1995
T59,T57,David Peoples,51,267.6,"27,294",102,1995
T6,T6,John Adams,81,278.9,"45,179",162,1995
T6,T6,Brett Ogle,64,278.9,"32,357",116,1995
T63,T63,Brian Kamm,90,266.6,"47,996",180,1995
T63,T63,Paul Stankowski,91,266.6,"48,521",182,1995
T66,T67,Payne Stewart,97,266.1,"49,234",185,1995
T66,66,Jeff Sluman,101,266.1,"53,496",201,1995
T68,T67,Joey Sindelar,71,265.9,"37,757",142,1995
T68,T67,Dudley Hart,96,265.9,"51,058",192,1995
T72,T79,Scott Hoch,100,265.5,"50,712",191,1995
T72,T72,Craig Stadler,69,265.5,"35,307",133,1995
T72,T72,Jerry Pate,70,265.5,"37,166",140,1995
T72,T72,Brian Henninger,79,265.5,"41,949",158,1995
T80,T79,Jay Williamson,65,265,"34,456",130,1995
T80,T79,Paul Azinger,76,265,"38,960",147,1995
T82,82,Jay Delsing,77,264.8,"38,126",144,1995
T82,T83,Tom Lehman,65,264.8,"34,424",130,1995
T87,T86,Mark McCumber,66,264.1,"33,804",128,1995
T87,T86,Patrick Burke,75,264.1,"36,971",140,1995
T89,T89,J.P. Hayes,81,263.5,"42,684",162,1995
T89,T89,Jay Don Blake,86,263.5,"45,320",172,1995
T95,94,Gene Sauers,75,262.5,"37,273",142,1995
T95,T98,Jay Haas,88,262.5,"43,318",165,1995
1,2,Davis Love III,91,283.8,"51,657",182,1994
2,3,Dennis Paulson,77,283,"43,020",152,1994
3,,Fred Couples,51,279.9,"28,547",102,1994
4,4,Todd Barranger,67,279.1,"37,406",134,1994
5,5,Robert Gamez,76,278.4,"42,038",151,1994
10,10,Mike Heinen,79,275.3,"43,493",158,1994
11,11,John Huston,84,275,"46,201",168,1994
14,14,Brett Ogle,58,273.9,"31,777",116,1994
15,15,Phil Mickelson,65,273.7,"35,586",130,1994
16,T16,Mike Springer,84,273.2,"45,903",168,1994
20,20,John Adams,82,272.9,"44,487",163,1994
21,21,Curt Byrum,81,272.6,"44,160",162,1994
22,22,Steve Lamontagne,79,272.3,"42,471",156,1994
23,23,Mike Standly,93,272,"50,328",185,1994
24,24,Ed Humenik,89,271.8,"48,389",178,1994
25,25,Duffy Waldorf,80,271.4,"43,422",160,1994
28,28,Guy Boros,93,270.7,"50,344",186,1994
29,29,Fuzzy Zoeller,73,270.4,"39,477",146,1994
32,33,Jay Delsing,88,269.6,"46,904",174,1994
33,34,Larry Silveira,77,269.4,"41,487",154,1994
36,36,Payne Stewart,76,268.8,"40,854",152,1994
41,41,Steve Rintoul,80,267.9,"42,869",160,1994
42,42,John Wilson,84,267.8,"44,986",168,1994
47,47,Gary Hallberg,78,266.6,"41,062",154,1994
48,48,Bob Tway,80,266.5,"42,647",160,1994
51,52,Dudley Hart,81,266.2,"42,599",160,1994
52,T49,Jeff Maggert,88,266.1,"46,834",176,1994
57,57,Ted Schulz,78,265.7,"40,646",153,1994
58,58,Ronnie Black,80,265.6,"42,502",160,1994
59,59,Chris DiMarco,86,265.4,"45,647",172,1994
60,60,Robin Freeman,91,265.3,"48,286",182,1994
63,63,Bruce Lietzke,59,264.8,"31,245",118,1994
64,64,Brian Kamm,94,264.7,"49,763",188,1994
67,T67,Brad Bryant,109,264.4,"57,631",218,1994
73,73,David Toms,92,263.7,"47,458",180,1994
76,76,Bobby Wadkins,67,263.4,"35,290",134,1994
77,77,Blaine McCallister,95,263.3,"50,020",190,1994
78,T79,Bob Estes,95,263.2,"50,011",190,1994
79,78,Peter Jacobsen,68,263.1,"35,778",136,1994
80,T79,Jim Thorpe,76,262.9,"39,955",152,1994
81,81,Lee Janzen,88,262.7,"46,237",176,1994
82,82,Mark O'Meara,91,262.6,"47,785",182,1994
83,83,Glen Day,94,262.5,"48,825",186,1994
84,84,Mark Wurtz,81,262.4,"42,516",162,1994
87,87,Paul Stankowski,77,262.2,"39,858",152,1994
88,88,Dave Rummells,100,262,"52,407",200,1994
89,89,Clark Dennis,98,261.8,"51,312",196,1994
90,90,Dicky Pride,74,261.7,"38,735",148,1994
94,93,Steve Pate,93,261.5,"48,646",186,1994
95,94,Michael Allen,98,261.4,"50,705",194,1994
96,T95,Phil Tataurangi,66,261.3,"34,485",132,1994
97,97,Joe Ozaki,61,261.1,"31,851",122,1994
98,98,Larry Nelson,55,261,"28,713",110,1994
99,99,Ted Tryba,108,260.9,"56,353",216,1994
102,102,Jay Don Blake,87,260.4,"45,303",174,1994
105,105,Scott Simpson,70,260.1,"36,410",140,1994
106,106,Scott Hoch,94,259.9,"48,853",188,1994
107,107,Steve Brodie,85,259.8,"44,162",170,1994
108,108,Dave Barr,94,259.6,"48,810",188,1994
109,109,Kirk Triplett,90,259.5,"46,702",180,1994
110,110,Billy Mayfair,99,259.4,"51,358",198,1994
113,113,Fulton Allem,82,259.2,"42,509",164,1994
118,118,Billy Andrade,87,258.3,"44,948",174,1994
119,119,Wayne Levi,83,258.1,"42,845",166,1994
125,125,Curtis Strange,83,257.4,"42,734",166,1994
126,126,Scott Verplank,64,257.2,"32,661",127,1994
129,129,Larry Mize,75,256.9,"38,537",150,1994
130,T130,Mark Carnevale,86,256.8,"44,163",172,1994
131,T130,David Frost,78,256.7,"40,051",156,1994
132,132,Brandel Chamblee,86,256.4,"43,592",170,1994
133,133,John Mahaffey,75,256.3,"38,448",150,1994
136,136,Ed Dougherty,98,256.1,"50,204",196,1994
137,137,Bob Gilder,82,255.9,"41,459",162,1994
138,138,Greg Kraft,86,255.7,"43,982",172,1994
139,139,Sean Murphy,85,255.6,"43,444",170,1994
140,140,Olin Browne,91,255.5,"46,498",182,1994
143,T143,Joel Edwards,85,255.3,"43,408",170,1994
144,145,John Flannery,94,255.2,"47,976",188,1994
145,146,Dick Mast,84,255.1,"42,864",168,1994
146,147,Tim Simpson,91,255,"46,405",182,1994
147,148,Richard Zokol,74,254.8,"37,706",148,1994
153,154,Ty Armstrong,60,254.2,"30,251",119,1994
154,155,Brian Claar,99,254,"50,289",198,1994
157,158,Yoshinori Mizumaki,61,252.4,"30,794",122,1994
160,161,Fred Funk,105,251.4,"52,798",210,1994
165,166,Bob Lohr,88,249.7,"43,941",176,1994
166,167,Eddie Kirby,52,249.6,"25,957",104,1994
167,168,Doug Martin,81,249.5,"40,422",162,1994
168,169,Morris Hatalsky,76,249.4,"37,914",152,1994
169,170,Larry Rinker,74,248.7,"36,810",148,1994
170,171,Esteban Toledo,78,247.7,"38,637",156,1994
171,172,Bruce Fleisher,82,247.6,"40,608",164,1994
172,173,Bill Britton,68,247.4,"33,646",136,1994
173,174,Lanny Wadkins,67,247.3,"33,136",134,1994
174,175,Doug Tewell,84,246.8,"41,463",168,1994
175,176,Tom Garner,56,246.1,"27,566",112,1994
176,177,Jeff Woodland,83,246,"40,829",166,1994
177,178,John Inman,101,245.4,"49,576",202,1994
178,180,Billy Ray Brown,56,239.3,"26,558",111,1994
179,181,Stan Utley,73,237.9,"34,727",146,1994
T100,T100,Greg Twiggs,64,260.6,"33,355",128,1994
T100,T100,Steve Gotsche,56,260.6,"29,188",112,1994
T103,T103,Chip Beck,86,260.3,"44,777",172,1994
T103,T103,Gene Sauers,82,260.3,"42,167",162,1994
T111,T111,Nolan Henke,79,259.3,"40,965",158,1994
T111,T111,Bob Burns,69,259.3,"35,263",136,1994
T114,T114,Grant Waite,70,258.8,"36,236",140,1994
T114,T114,Robert Wrenn,52,258.8,"26,915",104,1994
T114,117,Mark Brooks,112,258.8,"57,966",224,1994
T114,T114,John Cook,80,258.8,"41,403",160,1994
T12,T12,"Jim Gallagher, Jr.",83,274.5,"45,563",166,1994
T12,T12,Vijay Singh,67,274.5,"35,960",131,1994
T120,T122,Ben Crenshaw,86,258,"44,371",172,1994
T120,T120,Trevor Dodds,79,258,"40,768",158,1994
T120,T120,Paul Goydos,104,258,"53,667",208,1994
T123,T122,David Feherty,68,257.9,"34,565",134,1994
T123,T122,Ken Green,86,257.9,"44,097",171,1994
T127,T127,Wayne Grady,56,257.1,"28,793",112,1994
T127,T127,Keith Clearwater,89,257.1,"45,764",178,1994
T134,T134,Joey Rassett,71,256.2,"36,385",142,1994
T134,T134,Bob May,78,256.2,"39,966",156,1994
T141,T141,Mike Hulbert,103,255.4,"52,613",206,1994
T141,T141,Jeff Sluman,92,255.4,"46,490",182,1994
T148,149,Lennie Clements,84,254.7,"42,792",168,1994
T148,150,Hale Irwin,74,254.7,"37,689",148,1994
T150,151,Loren Roberts,77,254.3,"39,160",154,1994
T150,T152,Pete Jordan,88,254.3,"44,763",176,1994
T150,T152,Jim Furyk,95,254.3,"48,321",190,1994
